treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,period_id,term_left,term_right,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.19651527360159826,0.016570442543988068,0.016569699654043087,-11.859917663241866,1.9116301559834867e-32,-0.2289912881581685,-0.16403925904502803,NA,Demographic adjustment,1,0,7,3.5,0.8215887825796792,0.7953354623116632,0.8487087017330154,0.17841121742032084,0.15129129826698462,0.2046645376883368
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.716101321025856,0.01795057009893902,0.018042487108013844,-39.68972330360091,0,-0.7514639459490914,-0.6807386961026206,NA,Demographic adjustment,2,7,14,10.5,0.4886536508015602,0.47167553956602376,0.5062428945571156,0.5113463491984398,0.4937571054428844,0.5283244604339763
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5284035235855016,0.021293094628949284,0.02131530686342306,-71.70450481331014,0,-1.5701807573572302,-1.486626289813773,NA,Demographic adjustment,3,14,28,21,0.21688163749490785,0.2080075800582216,0.22613428159352042,0.7831183625050921,0.7738657184064796,0.7919924199417784
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.417222552596704,0.031029699976055647,0.031103121307491242,-45.565283901438,0,-1.478183550166167,-1.3562615550272408,NA,Demographic adjustment,4,28,42,35,0.2423862980461967,0.2280515565966787,0.25762208492373584,0.7576137019538033,0.7423779150762642,0.7719484434033212
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.1026711704072325,0.03634471196472474,0.03638258019237709,-30.307668246087317,9.084173260852641e-202,-1.173979717248932,-1.031362623565533,NA,Demographic adjustment,5,42,70,56,0.33198311479599135,0.30913422315758843,0.3565208257562115,0.6680168852040087,0.6434791742437884,0.6908657768424116
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.2307171722194967,0.016581257468201764,0.01657154830398765,-13.922487385441148,4.625228637488042e-44,-0.2631968100633783,-0.1982375343756151,NA,Full adjustment,1,0,7,3.5,0.7939639893559389,0.7685906160569539,0.8201750102388518,0.20603601064406107,0.17982498976114825,0.2314093839430461
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-0.7573018035008411,0.017965986972736634,0.0180617043815571,-41.92859032030919,0,-0.7927020935881023,-0.7219015134135799,NA,Full adjustment,2,7,14,10.5,0.46892998682579,0.45262011951044984,0.4858275694466975,0.53107001317421,0.5141724305533024,0.5473798804895502
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.5789984963726535,0.021316260646352825,0.0213152315689457,-74.07841154646927,0,-1.6207755825699184,-1.5372214101753887,NA,Full adjustment,3,14,28,21,0.20618148634486333,0.1977452718074474,0.21497760691224804,0.7938185136551367,0.785022393087752,0.8022547281925526
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.4648832756278387,0.03104936638178112,0.031096439645941443,-47.10774906409674,0,-1.5258311773813074,-1.40393537387437,NA,Full adjustment,4,28,42,35,0.23110496548503712,0.21744025031663636,0.24562841973399732,0.7688950345149629,0.7543715802660027,0.7825597496833636
pfizer,postest,none,none,,BNT162b2,Positive SARS-CoV-2 test, ,Main analysis,,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.1375934736509432,0.036358860521461575,0.03637287899860546,-31.2758710602633,9.935177454885471e-215,-1.2088830065022431,-1.0663039407996433,NA,Full adjustment,5,42,70,56,0.3205896015575675,0.29853054994790906,0.3442786429890464,0.6794103984424325,0.6557213570109536,0.7014694500520909
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8545038491636769,0.18716127391876491,0.18717273265469414,-4.565322293713099,4.9872752243643525e-6,-1.2213556640548215,-0.4876520342725324,NA,Unadjusted,1,0,7,3.5,0.42549424804691893,0.29483020516696,0.6140665099713525,0.5745057519530811,0.3859334900286475,0.70516979483304
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.1424226237783641,0.15502481623922484,0.15542386894909435,-7.350367942214457,1.9766198143640407e-13,-1.4470478092564623,-0.837797438300266,NA,Unadjusted,2,7,14,10.5,0.31904515841770437,0.23526380752414525,0.43266244043649316,0.6809548415822957,0.5673375595635068,0.7647361924758548
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.930582558524214,0.16954776102766198,0.1698441408936663,-11.366789271423185,6.1197485892519285e-30,-2.2634709576609464,-1.5976941593874816,NA,Unadjusted,3,14,28,21,0.14506366578833457,0.10398891649733934,0.20236259633004303,0.8549363342116654,0.797637403669957,0.8960110835026607
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.1619949853858955,0.24734834717919799,0.2472643266234759,-8.743659123453316,2.2567966203618346e-18,-2.6466241602294565,-1.6773658105423346,NA,Unadjusted,4,28,42,35,0.11509527844949806,0.0708901232697183,0.18686556759065615,0.8849047215505019,0.8131344324093439,0.9291098767302817
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.6365554172093557,0.2586958671686206,0.25849085432854624,-6.33119272811589,2.432732428807112e-10,-2.1431881820262957,-1.1299226523924157,NA,Unadjusted,5,42,70,56,0.1946493747299853,0.11728033528259565,0.3230582432381301,0.8053506252700147,0.6769417567618699,0.8827196647174044
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8489792627751857,0.18717259629343327,0.18705579508750075,-4.5386418655356335,5.661769962216077e-6,-1.2156018842461913,-0.4823566413041799,NA,region- and trial-stratified,1,0,7,3.5,0.4278514330187543,0.29653148294374776,0.6173268582443492,0.5721485669812457,0.3826731417556508,0.7034685170562522
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.11972240282977,0.15511360092345558,0.15576888063998426,-7.188357509082266,6.557537317163321e-13,-1.4250237987962577,-0.8144210068632824,NA,region- and trial-stratified,2,7,14,10.5,0.3263703815434847,0.24050273946453735,0.4428956867019223,0.6736296184565154,0.5571043132980777,0.7594972605354626
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.9087091462718195,0.16995187896186706,0.17116464447287716,-11.151304944721073,7.0563838773236e-29,-2.2441856848652613,-1.5732326076783776,NA,region- and trial-stratified,3,14,28,21,0.14827166014109439,0.10601383390315229,0.2073737397430591,0.8517283398589056,0.7926262602569409,0.8939861660968477
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.19598994885757,0.24860264737896828,0.24890201637265597,-8.822708553592973,1.1172385578058353e-18,-2.6838289366273744,-1.7081509610877654,NA,region- and trial-stratified,4,28,42,35,0.11124837677179394,0.06830113213502163,0.18120052988130603,0.888751623228206,0.818799470118694,0.9316988678649784
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.6820829372961388,0.2598619606547131,0.2605402552173042,-6.4561345266711045,1.0741113618032518e-10,-2.1927324540449287,-1.171433420547349,NA,region- and trial-stratified,5,42,70,56,0.18598617475677579,0.11161135866688805,0.30992237361697916,0.8140138252432242,0.6900776263830208,0.8883886413331119
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8325863153398946,0.18722599185351993,0.187130254664623,-4.4492341274908505,8.61770351377738e-6,-1.199354874900364,-0.46581775577942514,NA,Demographic adjustment,1,0,7,3.5,0.43492298247964695,0.30138858254811846,0.627621654044546,0.565077017520353,0.37237834595545405,0.6986114174518816
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.0984856977415214,0.15522018512488403,0.15609657153041367,-7.037218607504737,1.9611504882920956e-12,-1.4044293560513124,-0.7925420394317303,NA,Demographic adjustment,2,7,14,10.5,0.3333755329798526,0.24550711363649003,0.45269256903960453,0.6666244670201473,0.5473074309603955,0.75449288636351
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.8764097397872574,0.17015742738515713,0.1714927670776568,-10.941626120812233,7.28808264114577e-28,-2.212529386868581,-1.540290092705934,NA,Demographic adjustment,3,14,28,21,0.15313892856125458,0.10942352376128758,0.21431892005278153,0.8468610714387454,0.7856810799472185,0.8905764762387124
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.160076280170483,0.24878856621128653,0.24925067306598642,-8.666280630659024,4.4646570715967754e-18,-2.648598622502184,-1.671553937838782,NA,Demographic adjustment,4,28,42,35,0.11531632435367933,0.07075029148753034,0.18795476856497062,0.8846836756463207,0.8120452314350294,0.9292497085124697
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.6490262915877385,0.2600725415355729,0.26071287901172907,-6.3250664786435475,2.531235844774278e-10,-2.160014144756476,-1.138038438419001,NA,Demographic adjustment,5,42,70,56,0.19223700030394317,0.1153234898038466,0.3204469822125137,0.8077629996960568,0.6795530177874862,0.8846765101961533
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-0.8655745552872808,0.18730406078858478,0.18712002697199656,-4.625771860415659,3.732059221796426e-6,-1.2323230689385576,-0.4988260416360041,NA,Full adjustment,1,0,7,3.5,0.4208097047156926,0.29161434996256397,0.6072431195709032,0.5791902952843073,0.39275688042909684,0.708385650037436
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.1314328802784808,0.1553533545152133,0.15624235823562788,-7.241524597140141,4.4366867716245445e-13,-1.4376622752799164,-0.8252034852770451,NA,Full adjustment,2,7,14,10.5,0.32257071989870134,0.2374822784652338,0.43814582716831685,0.6774292801012987,0.5618541728316832,0.7625177215347663
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-1.9157912739781728,0.17027958782485456,0.17110169534861983,-11.196798898308675,4.2273371195302753e-29,-2.2511444345552123,-1.5804381134011336,NA,Full adjustment,3,14,28,21,0.14722529094240594,0.10527867104314716,0.205884877518949,0.8527747090575941,0.794115122481051,0.8947213289568529
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-2.1839298034618335,0.24873954766575973,0.24773387515323325,-8.815628472735051,1.1901553803121166e-18,-2.6694792765127127,-1.6983803304109544,NA,Full adjustment,4,28,42,35,0.11259817136998543,0.06928829596021398,0.18297965075002912,0.8874018286300146,0.8170203492499709,0.930711704039786
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,3,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-1.699001430713405,0.26013109607815077,0.2593465621326762,-6.551085222576545,5.712044758233187e-11,-2.2073113520077294,-1.1906915094190804,NA,Full adjustment,5,42,70,56,0.18286603731992623,0.10999599180304648,0.3040109649174188,0.8171339626800738,0.6959890350825813,0.8900040081969536
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.098054505336192,0.2894455227445209,0.2895529955294092,-3.7922401850084304,1.4929441321728858e-4,-1.6655679481895214,-0.5305410624828628,NA,Unadjusted,1,0,7,3.5,0.3335193129739891,0.18908323799768711,0.5882865837531425,0.6664806870260109,0.41171341624685753,0.8109167620023129
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.5507171004910312,0.3202703300654314,0.3208992617224231,-4.832410932227064,1.348894654263003e-6,-2.179668096132473,-0.9217661048495893,NA,Unadjusted,2,7,14,10.5,0.2120958252599175,0.11307905578868703,0.39781583582329433,0.7879041747400826,0.6021841641767056,0.886920944211313
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.348007386973874,0.35231292727323793,0.3528269950277756,-6.654840531090972,2.8360738448732867e-11,-3.0395355900018064,-1.6564791839459412,NA,Unadjusted,3,14,28,21,0.09555938550823627,0.04785710965437487,0.19080960435471994,0.9044406144917637,0.8091903956452801,0.9521428903456252
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.6880927142106332,0.32415790219670576,0.3234871302784347,-5.2184231031313155,1.8045286833389478e-7,-2.3221158390185814,-1.054069589402685,NA,Unadjusted,4,28,42,35,0.184871791289378,0.09806587433673596,0.348516539986023,0.815128208710622,0.651483460013977,0.901934125663264
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.1206247786995194,0.44097555613578954,0.4408009572053997,-4.810844314277143,1.5029405389133204e-6,-2.9845787791728844,-1.2566707782261546,NA,Unadjusted,5,42,70,56,0.11995665872889448,0.050560796324787126,0.28459994737753047,0.8800433412711055,0.7154000526224695,0.9494392036752128
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.091960679402955,0.28946410086846275,0.2899577245106438,-3.765930641254123,1.6592985410858224e-4,-1.6602673764830036,-0.5236539823229065,NA,region- and trial-stratified,1,0,7,3.5,0.3355579267828657,0.1900881482056687,0.592352144463982,0.6644420732171343,0.407647855536018,0.8099118517943313
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.5214740312239217,0.3204499498757292,0.3208876422632673,-4.741454113012092,2.1218972084911876e-6,-2.1504022531438984,-0.8925458093039449,NA,region- and trial-stratified,2,7,14,10.5,0.21838973629020156,0.11643731107756525,0.4096116311474434,0.7816102637097985,0.5903883688525566,0.8835626889224347
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.3378522036675,0.35294947377650204,0.3529670355069071,-6.6234292964781725,3.509598336454885e-11,-3.0296548809909085,-1.6460495263440917,NA,region- and trial-stratified,3,14,28,21,0.09653475271885335,0.048332315648921015,0.19281009728939405,0.9034652472811466,0.807189902710606,0.951667684351079
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.781905908980958,0.3263840090155969,0.3281114463964857,-5.430794714877839,5.6103642939505694e-8,-2.4249925268334143,-1.1388192911285016,NA,region- and trial-stratified,4,28,42,35,0.16831704440280226,0.08847878025628077,0.32019685798600084,0.8316829555971977,0.6798031420139992,0.9115212197437192
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,1,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.1951004024642873,0.44219993530126656,0.44121298268642617,-4.975149165146765,6.519741532692401e-7,-3.0598619580411768,-1.3303388468873978,NA,region- and trial-stratified,5,42,70,56,0.11134738139218285,0.04689416813603809,0.2643876591846013,0.8886526186078172,0.7356123408153987,0.9531058318639619
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,2,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.0798234469649286,0.28956227676718854,0.29109654389706063,-3.709502807930219,2.0766665436523663e-4,-1.6503621890272502,-0.509284704902607,NA,Demographic adjustment,1,0,7,3.5,0.3396554875587616,0.19198036284628572,0.6009252640133348,0.6603445124412384,0.3990747359866652,0.8080196371537143
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,2,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.5075971841630933,0.3205581289497139,0.32094327100835424,-4.69739458760564,2.635010970508218e-6,-2.1366344364199454,-0.878559931906241,NA,Demographic adjustment,2,7,14,10.5,0.2214414221785507,0.11805148496391024,0.41538065761265197,0.7785585778214493,0.584619342387348,0.8819485150360897
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,2,treated_period_3,treated_period_3,treated_period_3,numeric,continuous,NA,NA,NA,NA,treated_period_3,-2.315784469499428,0.3531712283270649,0.3525373365501792,-6.568905558092016,5.068641762939357e-11,-3.006744952343455,-1.624823986655401,NA,Demographic adjustment,3,14,28,21,0.09868873532524113,0.04945238693839115,0.1969463373371468,0.9013112646747589,0.8030536626628532,0.9505476130616088
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,2,treated_period_4,treated_period_4,treated_period_4,numeric,continuous,NA,NA,NA,NA,treated_period_4,-1.7559622388342686,0.3269339271641102,0.3279589276669084,-5.354213868566226,8.592917767968965e-8,-2.3987499254697857,-1.1131745521987515,NA,Demographic adjustment,4,28,42,35,0.17274094425050499,0.09083142840365066,0.32851441780647783,0.827259055749495,0.6714855821935222,0.9091685715963493
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,2,treated_period_5,treated_period_5,treated_period_5,numeric,continuous,NA,NA,NA,NA,treated_period_5,-2.1735097341409744,0.4425752411927887,0.4400141215560911,-4.939636315431082,7.826841222265502e-7,-3.035921565079942,-1.3110979032020067,NA,Demographic adjustment,5,42,70,56,0.1137775862419167,0.048030379353267046,0.26952398264071264,0.8862224137580833,0.7304760173592874,0.951969620646733
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,3,treated_period_1,treated_period_1,treated_period_1,numeric,continuous,NA,NA,NA,NA,treated_period_1,-1.104192561449079,0.28972203106874367,0.2913907395546958,-3.7893879645472244,1.5101890188796855e-4,-1.6753079164047735,-0.5330772064933845,NA,Full adjustment,1,0,7,3.5,0.33147842267348143,0.18725051309941448,0.5867964945963228,0.6685215773265185,0.41320350540367723,0.8127494869005856
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,3,treated_period_2,treated_period_2,treated_period_2,numeric,continuous,NA,NA,NA,NA,treated_period_2,-1.5270904020389604,0.32071125149678564,0.3210973105026087,-4.755849245976646,1.976139015799738e-6,-2.1564295661567483,-0.8977512379211726,NA,Full adjustment,2,7,14,10.5,0.21716661651124608,0.11573761771102581,0.4074849669421678,0.782833383488754,0.5925150330578322,0.8842623822889741
