treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-1.671747589074575,0.18787270584381316,0.18790172037123617,-8.896925402128913,5.741506386201448e-19,-2.040028193635314,-1.303466984513836,0.18791837441576456,0.13002504494804926,0.27158856555037303,0.8120816255842355,0.728411434449627,0.8699749550519508
pfizer,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-1.666239191007595,0.18817850864986493,0.18862123627291402,-8.833783639275547,1.0119329177205858e-18,-2.0359300208219264,-1.2965483611932638,0.18895635981995973,0.13055900343206608,0.2734740996624431,0.8110436401800403,0.7265259003375568,0.8694409965679339
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-1.3123114940516074,0.076891993082395,0.0768903507500502,-17.067310543524222,2.598998387351414e-65,-1.4630138122803582,-1.1616091758228566,0.26919708919919744,0.23153741184279378,0.31298213215980575,0.7308029108008025,0.6870178678401943,0.76846258815720625
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-1.3448478074151233,0.07710971308648527,0.0769936296768487,-17.46700101111751,2.555807301605151e-68,-1.495752548620761,-1.1939430662094856,0.2605793630891172,0.2240799102357039,0.3030240613560851,0.7394206369108828,0.6969759386439149,0.7759200897642962
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-1.6780402929791776,0.05496361407064397,0.05496775983073252,-30.527718396138525,1.117469936997645e-204,-1.7857751225582608,-1.5703054634000944,0.18673957254276558,0.16766704810746727,0.2079816418733846,0.8132604274572344,0.7920183581266154,0.8323329518925328
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-1.6657189895028996,0.05502748690327213,0.05502132033195555,-30.274064298225777,2.5166993613366852e-201,-1.773558795735374,-1.5578791832704253,0.1890546807737967,0.1697278858687319,0.2105822042120109,0.8109453192262033,0.7894177957879891,0.8302721141312681
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-0.3851177299878568,0.014586185827911081,0.014568568748402922,-26.434836299899075,5.451654989838079e-154,-0.4136716000410223,-0.3565638599346913,0.6803705314749071,0.661218059598425,0.7000777631218683,0.3196294685250929,0.2999222368781317,0.33878194040157505
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-0.41583637040374305,0.01463129855260873,0.014626223925444775,-28.43087679522845,8.400308431415713e-178,-0.44450324252743284,-0.38716949828005326,0.6597882225325412,0.6411426893605925,0.6789759999085266,0.3402117774674588,0.32102400009147336,0.3588573106394075
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-0.6197075888732787,0.010550224655709787,0.010539603613220084,-58.79799768712025,0,-0.6403648323665183,-0.5990503453800391,0.5381017615342992,0.5271000857878816,0.5493330651492998,0.46189823846570077,0.4506669348507002,0.4728999142121184
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-0.6155507281660543,0.010571039569359026,0.010564354276471262,-58.26676312219079,0,-0.6362564820678597,-0.5948449742642489,0.5403432311141005,0.5292700520213081,0.5516480788886045,0.45965676888589946,0.44835192111139555,0.47072994797869194
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-10.2711298500844,0.3958308093891555,0.26368375830139634,-38.95245545743577,0,-10.787940519663302,-9.754319180505497,3.46182398992671e-5,2.064700016307476e-5,5.804342152650706e-5,0.9999653817601007,0.9999419565784735,0.999979352999837
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-11.022401142639774,0.39808291395268797,0.2647411739137624,-41.63463121240916,0,-11.541284308735603,-10.503517976543945,1.6331723042122983e-5,9.72039493897474e-6,2.743974696492565e-5,0.9999836682769578,0.999972560253035,0.999990279605061
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-2.0370348186119664,0.14315205088194902,0.1431508433017005,-14.22998825315176,5.96918008471518e-46,-2.3176053158398364,-1.7564643213840967,0.13041484178300355,0.09850920180376575,0.17265423580597594,0.8695851582169964,0.8273457641940241,0.9014907981962342
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-2.067342201284808,0.14341403844600834,0.14292129723820132,-14.464899502271168,2.0189966328254915e-47,-2.347462796495426,-1.7872216060741895,0.1265216041901301,0.0956114404127265,0.1674246958077751,0.87347839580987,0.8325753041922249,0.9043885595872735
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-1.2806541061818093,0.0842422325538989,0.08423941177262949,-15.202552810297648,3.401046500994027e-52,-1.4457603193350026,-1.1155478930286162,0.27785549400303783,0.23556690237913405,0.3277356656132296,0.7221445059969622,0.6722643343867705,0.764433097620866
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-1.3707331590981526,0.08452167994773914,0.08467886555766667,-16.187429414305008,6.18593435069295e-59,-1.5367006858428884,-1.2047656323534168,0.2539207270008872,0.2150895801341704,0.2997622458532852,0.7460792729991128,0.7002377541467149,0.7849104198658297
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-1.6193897591375974,0.03428198869121699,0.03428354411755261,-47.23519113382728,0,-1.6865842708703906,-1.5521952474048042,0.19801950181204356,0.18515087034630154,0.21178254806228725,0.8019804981879565,0.7882174519377128,0.8148491296536985
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-1.6262461826499939,0.0343539083954493,0.034407832519290575,-47.26383685279354,0,-1.6936842951738895,-1.5588080701260982,0.19666644012655973,0.18384095040153897,0.21038668799076185,0.8033335598734402,0.7896133120092381,0.816159049598461
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-0.6128603983679356,0.009967175338944605,0.009967586761918609,-61.48533371280826,0,-0.6323965094340743,-0.5933242873017969,0.5417988898330028,0.5313169679161791,0.5524876010934857,0.45820111016699716,0.4475123989065143,0.4686830320838209
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-0.7299985413345718,0.010031572668981659,0.010031836458578915,-72.76818599951355,0,-0.7496605794921822,-0.7103365031769613,0.4819096930346985,0.4725269108490979,0.49147878545897783,0.5180903069653016,0.5085212145410222,0.5274730891509021
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-0.7283042188711684,0.041840322049604875,0.041836732796442,-17.408247972296415,7.143687467272749e-68,-0.8103027083830203,-0.6463057293593164,0.48272689555973947,0.4447234243366832,0.5239779218832625,0.5172731044402605,0.47602207811673747,0.5552765756633168
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-0.7837778366789163,0.042037720602522186,0.042014708181629695,-18.654844234324862,1.1533780452150249e-77,-0.8661251515358709,-0.70143052182196175,0.4566774953431681,0.42057807224474236,0.4958754355399384,0.543322504656832,0.5041245644600616,0.5794219277552577
moderna,covidemergency,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-6.312519195929565,0.21136679361440286,0.17063146805752105,-36.995047090619714,1.3755910135276408e-299,-6.646950727951503,-5.978087663907627,0.0018134590213688547,0.0012979739529692062,0.0025336668849641436,0.9981865409786311,0.9974663331150359,0.9987020260470308
moderna,covidemergency,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-6.893000972242427,0.21238910179362905,0.17281949090520274,-39.88555304808454,0,-7.231720950243171,-6.554280994241682,0.0010148636888135422,7.232750710747864e-4,0.0014240063677871929,0.9989851363111865,0.9985759936322128,0.9992767249289252
moderna,covidemergency,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 A&E attendance,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-13.043711236202626,0.3448165842432622,0.1910442155823696,-68.27587632758643,0,-13.418151018198776,-12.669271454206475,2.1636558664884114e-6,1.4878907897995224e-6,3.1463375811476646e-6,0.9999978363441335,0.9999968536624189,0.9999985121092102
moderna,covidemergency,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 A&E attendance,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-12.681986596308455,0.346116734578279,0.20245064352701,-62.642362480890235,0,-13.078782566268352,-12.285190626348559,3.1065847189336004e-6,2.0890888034422653e-6,4.61965455944701e-6,0.9999968934152811,0.9999953803454406,0.9999979109111966
moderna,covidadmittedproxy1,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Aged 18-64,Age,Aged 18-64,0,Unadjusted,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Aged 18-64,Age,Aged 18-64,3,Full adjustment,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-13.987019588019692,0.5400617465043779,0.26328413101919274,-53.12519039364387,0,-14.503047002518235,-13.470992173521148,8.423926611332655e-7,5.028132528322921e-7,1.4113100470879445e-6,0.9999991576073388,0.999998588689953,0.9999994971867472
moderna,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-14.092808696746154,0.5442530078420084,0.2801151096481189,-50.31077657485012,0,-14.641824223181954,-13.543793170310353,7.578285253532874e-7,4.37659676367287e-7,1.312216100432287e-6,0.9999992421714746,0.9999986877838996,0.9999995623403236
moderna,covidadmitted,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-1.8774790449516536,0.1594351306413244,0.1574601542068892,-11.923518393642665,8.92578490423083e-33,-2.1860952761972796,-1.5688628137060279,0.15297526383343799,0.11235460691109848,0.20828190305918234,0.847024736166562,0.7917180969408176,0.8876453930889016
moderna,covidadmitted,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-1.9421221825075494,0.16007301787566805,0.15863801187950727,-12.242476815598767,1.8432063170486275e-34,-2.253046972370421,-1.631197392644678,0.14339930713719415,0.10507856480555425,0.19569510989686073,0.8566006928628058,0.8043048901031393,0.8949214351944458
moderna,covidadmitted,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-1.7094554392943,0.18038606565767987,0.18037564064813458,-9.477196771979859,2.6120571501809864e-21,-2.062985198652983,-1.3559256799356172,0.18096431184320166,0.12707406180825392,0.25770862829818214,0.8190356881567984,0.7422913717018178,0.872925938191746
moderna,covidadmitted,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-1.6974809660791228,0.18100305210207,0.18221088352870723,-9.316024011330176,1.2078175430531854e-20,-2.0546077353866115,-1.3403541967716341,0.18314429014566724,0.12814309172036648,0.2617529401128798,0.8168557098543328,0.7382470598871202,0.8718569082796335
moderna,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-0.5565269218614441,0.02895220273267974,0.02894117639750796,-19.229588812062424,2.0928083410128964e-82,-0.6132505852707804,-0.4998032584521079,0.5731963665922546,0.5415875282401583,0.6066500012328021,0.4268036334077454,0.3933499987671979,0.4584124717598417
moderna,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-0.5740332337847153,0.029154147824717282,0.029227470010208565,-19.64019580155987,7.012729261013242e-86,-0.6313180223639486,-0.516748445205482,0.5632491359104274,0.5318902955038388,0.5964568103340275,0.43675086408957264,0.40354318966597247,0.4681097044961612
moderna,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-0.7963608640317996,0.03725246900635452,0.03722018012964579,-21.395943309728906,1.4575165902690583e-101,-0.8693110765839988,-0.7234106514796005,0.45096711222607194,0.4192402742233645,0.4850949415255118,0.5490328877739281,0.5149050584744882,0.5807597257766355
moderna,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-0.7840329047757807,0.03749850284733651,0.0375329660321416,-20.889180570071893,6.716184167498027e-97,-0.8575961664317434,-0.710469643119818,0.4565610263379453,0.42418051711950777,0.4914133543574098,0.5434389736620546,0.5085866456425903,0.5758194828804922
moderna,coviddeath,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 death,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-18.487509908744705,1.4142134820230796,0.27249082275823444,-67.84635798596277,0,-19.021582107468532,-17.95343771002088,9.353549792506575e-9,5.4831718018373935e-9,1.5955891386000808e-8,0.9999999906464502,0.9999999840441086,0.9999999945168282
moderna,coviddeath,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 death,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-16.963915341639968,1.421109747744484,0.28433907331385655,-59.660865965174665,0,-17.52120968473262,-16.406620998547314,4.292053983158101e-8,2.4583024707794065e-8,7.493678102395064e-8,0.9999999570794602,0.999999925063219,0.9999999754169753
moderna,coviddeath,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-17.36077811710834,0.6582805979156631,0.21162167152594827,-82.03686319989976,0,-17.775548971647364,-16.946007262569314,2.886089947898588e-8,1.9062382021245222e-8,4.3696087813568854e-8,0.9999999711391006,0.9999999563039121,0.999999980937618
moderna,coviddeath,age65plus-TRUE,age65plus,TRUE,mRNA-1273,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
moderna,noncoviddeath,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,0,Unadjusted,-3.8396649653723744,0.21243378750425423,0.1954220496430263,-19.64806413803466,6.006017268630577e-86,-4.222685144457705,-3.456644786287044,0.02150080365225668,0.014659229462297143,0.03153539269453887,0.9784991963477433,0.9684646073054611,0.9853407705377029
moderna,noncoviddeath,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,3,Full adjustment,-3.7468446116121368,0.21342550575046632,0.20080390046478416,-18.659222270780727,1.0626657036021238e-77,-4.1404130244782795,-3.353276198745994,0.02359207067836481,0.015916276335022763,0.0349695988670559,0.9764079293216352,0.9650304011329441,0.9840837236649772
moderna,noncoviddeath,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,0,Unadjusted,-1.9385344253165793,0.13087952780472234,0.1308749069661277,-14.812116931004198,1.2232626017776764e-49,-2.19504452945022,-1.6820243211829389,0.14391471305534162,0.11135360287979476,0.18599707686296538,0.8560852869446584,0.8140029231370346,0.8886463971202052
moderna,noncoviddeath,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,3,Full adjustment,-1.9460004535434148,0.13136437177204982,0.1309840853892479,-14.856770177540637,6.288466417416819e-50,-2.2027245434542597,-1.6892763636325698,0.14284424279846086,0.11050168122278223,0.18465309735449376,0.8571557572015391,0.8153469026455062,0.8894983187772177
