treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,period,model,model_descr,term_left,term_right,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidadmittedproxy1,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-1.6362631665229224,0.3198402243279494,0.3204096527961786,-5.106784868194325,3.2768645653663095e-7,-2.264254546302416,-1.008271786743429,49,0.19470626945672048,0.10390746388037377,0.36484897186402837,0.8052937305432795,0.6351510281359716,0.8960925361196262
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-1.3248322487652116,0.09110926787523899,0.09111053849417557,-14.540933141887908,6.667748860161341e-48,-1.5034056228258459,-1.1462588747045772,14,0.2658475516036443,0.2223715554757963,0.31782356579929055,0.7341524483963557,0.6821764342007095,0.7776284445242037
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,1,3,Full adjustment,0,28,-1.3551406331569231,0.0913323574315872,0.09118493708136938,-14.861452741340996,5.863965914556015e-50,-1.533859825768958,-1.1764214405448883,14,0.2579110210601677,0.21570148829589184,0.3083803237048186,0.7420889789398323,0.6916196762951814,0.7842985117041081
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,2,0,Unadjusted,28,70,-1.281326081639975,0.14334390304852337,0.14332831661098752,-8.939797186885741,3.8988526335400946e-19,-1.5622444201622645,-1.0004077431176854,49,0.2776688446490673,0.209664966442015,0.3677294714378078,0.7223311553509326,0.6322705285621921,0.7903350335579851
pfizer,covidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,2,3,Full adjustment,28,70,-1.319282492115838,0.1438859187243206,0.14370814030517032,-9.180290617596789,4.299295433983604e-20,-1.6009452713992007,-1.0376197128324751,49,0.26732704243057054,0.20170576116328934,0.354297007693415,0.7326729575694295,0.645702992306585,0.7982942388367107
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,1,0,Unadjusted,0,28,-1.5118867590389349,0.06328052913964824,0.06328237007905133,-23.89112097335024,3.788038872678199e-126,-1.6359179252502105,-1.3878555928276592,14,0.22049356701875586,0.19477350170199786,0.2496099965951164,0.7795064329812441,0.7503900034048836,0.8052264982980022
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,1,3,Full adjustment,0,28,-1.504804040411084,0.06334019521073218,0.06335047463220454,-23.753634825114776,1.0077059253689694e-124,-1.6289686890937234,-1.380639391728445,14,0.22206080451260926,0.19613174266495875,0.2514177472283136,0.7779391954873908,0.7485822527716863,0.8038682573350413
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,2,0,Unadjusted,28,70,-2.1886418513700217,0.1109109514403425,0.11093510857865725,-19.72902789217708,1.21483949141185e-86,-2.4060706688052305,-1.971213033934813,49,0.11206885146188977,0.09016890287808582,0.1392877928765338,0.8879311485381103,0.8607122071234662,0.9098310971219141
pfizer,covidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-2.1598126333266214,0.1111146273932532,0.1110085194672016,-19.456278163990433,2.578433902966079e-84,-2.37738533345945,-1.942239933193793,49,0.11534673114679228,0.0927928830447117,0.14338242276446464,0.8846532688532077,0.8566175772355353,0.9072071169552883
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-0.3894629880997583,0.01626376342228007,0.016239408111721775,-23.982585166921194,4.226020305565875e-127,-0.4212916431289806,-0.35763433307053605,14,0.677420559739822,0.6561986976583154,0.699328749654367,0.32257944026017804,0.300671250345633,0.3438013023416846
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,1,3,Full adjustment,0,28,-0.41689044506398915,0.016313345480886803,0.01630198849828287,-25.572981180050597,3.048711816890478e-144,-0.44884175539700977,-0.3849391347309685,14,0.6590931228938575,0.638367108851104,0.6804920532760407,0.34090687710614254,0.3195079467239593,0.36163289114889596
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,2,0,Unadjusted,28,70,-0.36720130000186213,0.03297571758110271,0.032975253663670406,-11.135662631957741,8.411708046530522e-29,-0.43183160956372857,-0.3025709904399957,49,0.6926701964975215,0.6493187065401116,0.7389160304228443,0.3073298035024785,0.26108396957715574,0.3506812934598884
pfizer,noncovidadmitted,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Aged 18-64,Age,Aged 18-64,2,3,Full adjustment,28,70,-0.4114855817729149,0.0330837024484806,0.03311989020047407,-12.424122763759193,1.9333553506069421e-35,-0.47639937373776514,-0.3465717898080647,49,0.6626650753811424,0.6210154154673954,0.7071080543135891,0.3373349246188576,0.29289194568641086,0.37898458453260464
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,1,0,Unadjusted,0,28,-0.6118393735763444,0.012013412239390538,0.011997673640853931,-50.9965008127023,0,-0.6353543818106837,-0.5883243653420052,14,0.5423523624381219,0.5297477220921055,0.5552569133861603,0.4576476375618781,0.44474308661383966,0.4702522779078945
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,1,3,Full adjustment,0,28,-0.6094143079571743,0.012033420515373221,0.01202128546645122,-50.694604138460605,0,-0.6329755945192935,-0.5858530213950551,14,0.5436691985674048,0.5310093792531341,0.5566308412229043,0.4563308014325952,0.4433691587770957,0.4689906207468659
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,2,0,Unadjusted,28,70,-0.6463053425872599,0.02205837588301614,0.02205877580790706,-29.29923891585992,1.0605445922580319e-188,-0.6895397487138012,-0.6030709364607186,49,0.5239781245433202,0.5018069732298629,0.5471288556091279,0.47602187545667984,0.45287114439087206,0.4981930267701371
pfizer,noncovidadmitted,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-0.6363634829762486,0.02212480558276116,0.02213900756000595,-28.743993209787654,1.0767014435631102e-181,-0.6797551404473202,-0.5929718255051769,49,0.5292134226747086,0.5067410575643749,0.5526823661875886,0.4707865773252914,0.4473176338124114,0.49325894243562507
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-11.400260329105464,0.4714045168203504,0.2828406149707326,-40.306305833358216,0,-11.954617747813261,-10.845902910397667,14,1.119257071136968e-5,6.429474509800499e-6,1.948427339404718e-5,0.9999888074292886,0.999980515726606,0.9999935705254902
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,1,3,Full adjustment,0,28,-12.292188955757553,0.4746690003670671,0.2843567254796767,-43.22805776800974,0,-12.849517896459462,-11.734860015055643,14,4.587437559164373e-6,2.627394475769988e-6,8.009677858923194e-6,0.9999954125624408,0.999991990322141,0.9999973726055242
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,2,0,Unadjusted,28,70,-2.7725830553636754,0.7288690173992214,0.7288837374646719,-3.80387558790617,1.4244974336604456e-4,-4.201168929711381,-1.3439971810159708,49,0.06250035418076016,0.014978058286155364,0.26080111307425996,0.9374996458192398,0.73919888692574,0.9850219417138446
pfizer,coviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,COVID-19 death,Aged 18-64,Age,Aged 18-64,2,3,Full adjustment,28,70,-2.7596660676107945,0.7308766103520009,0.7253704198307075,-3.8044921493419412,1.4209541833568997e-4,-4.18136596592968,-1.3379661692919096,49,0.06331290706031807,0.015277624592577081,0.26237876026722695,0.9366870929396819,0.737621239732773,0.9847223754074229
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,1,0,Unadjusted,0,28,-1.6838377618044746,0.17935110027095957,0.17936503387237995,-9.387770433575936,6.128372767536444e-21,-2.035386768280146,-1.3322887553288032,14,0.1856600878554237,0.13062994921152557,0.26387262974946,0.8143399121445762,0.73612737025054,0.8693700507884744
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,1,3,Full adjustment,0,28,-1.712296390907483,0.1796578908367471,0.1792059267845437,-9.554909380682194,1.2369212263375475e-21,-2.0635335532213106,-1.3610592285936556,14,0.18045093058049727,0.1270043992675772,0.2563890584511453,0.8195490694195027,0.7436109415488548,0.8729956007324228
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,2,0,Unadjusted,28,70,-2.656725571277197,0.23762167643508078,0.23758376133111145,-11.182269176951953,4.980008683989588e-29,-3.1223811867977354,-2.1910699557566584,49,0.0701776376090121,0.04405214704061023,0.11179706668648241,0.9298223623909879,0.8882029333135176,0.9559478529593898
pfizer,coviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,COVID-19 death,Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-2.6878227446343463,0.2381064571867919,0.23690501618401022,-11.34557126703744,7.801507595208331e-30,-3.1521480441118848,-2.223497445156808,49,0.06802889452085763,0.04276017739935331,0.10822991790955394,0.9319711054791424,0.8917700820904461,0.9572398226006467
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-1.218097707248696,0.09935930558985358,0.09935919730795889,-12.259536512490763,1.4935168052918023e-34,-1.4128381555051046,-1.0233572589922875,14,0.29579231564671876,0.2434513489232612,0.3593863594620171,0.7042076843532812,0.640613640537983,0.7565486510767387
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,1,3,Full adjustment,0,28,-1.29859645443727,0.09964642112552877,0.09982236007745428,-13.009073853089243,1.086508950130305e-38,-1.4942446850408693,-1.1029482238336707,14,0.27291457238411987,0.2244180470393522,0.33189115047662066,0.7270854276158801,0.6681088495233793,0.7755819529606478
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,2,0,Unadjusted,28,70,-1.4405684329356587,0.15887896506270605,0.15886048753534432,-9.068135540092383,1.21070891721455e-19,-1.7519292670714077,-1.1292075987999097,49,0.23679311941103845,0.17343901029511846,0.32328932980534,0.7632068805889616,0.67671067019466,0.8265609897048816
pfizer,noncoviddeath,age65plus-FALSE,age65plus,FALSE,BNT162b2,Non-COVID-19 death,Aged 18-64,Age,Aged 18-64,2,3,Full adjustment,28,70,-1.555864949463716,0.1595800676827186,0.15991536166442996,-9.729302634030734,2.261379144094053e-22,-1.869293298900696,-1.2424366000267362,49,0.2110067934742977,0.15423261967214888,0.2886799626884959,0.7889932065257023,0.7113200373115041,0.8457673803278511
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,1,0,Unadjusted,0,28,-1.5023134292996787,0.04400957726024036,0.04400987959047918,-34.13582230351477,2.170638803358354e-255,-1.5885712082609622,-1.4160556503383952,14,0.22261456092942583,0.20421718721435322,0.2426693042529476,0.7773854390705741,0.7573306957470524,0.7957828127856468
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,1,3,Full adjustment,0,28,-1.5211925382103257,0.04407318242228733,0.044136517384319625,-34.46562230917566,2.6273344152655585e-260,-1.6076985226866183,-1.4346865537340334,14,0.2184512201284378,0.2003481806726582,0.23819001208487497,0.7815487798715622,0.761809987915125,0.7996518193273419
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,2,0,Unadjusted,28,70,-1.8000930213167732,0.05467050902320838,0.0546762382164194,-32.92276645279889,1.0382279415542244e-237,-1.9072564790310877,-1.6929295636024586,49,0.16528351261648364,0.1484872060448424,0.1839797533438215,0.8347164873835163,0.8160202466561786,0.8515127939551577
pfizer,noncoviddeath,age65plus-TRUE,age65plus,TRUE,BNT162b2,Non-COVID-19 death,Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-1.7890095510991475,0.05484039801483264,0.054937745722813285,-32.564305789421,1.3136202525826152e-232,-1.896685554107681,-1.6813335480906142,49,0.16712561710366428,0.1500651787735376,0.18612560302500986,0.8328743828963358,0.8138743969749902,0.8499348212264624
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-0.6058926955654984,0.010425879674188164,0.010426431085116926,-58.11122623064877,0,-0.6263281249796164,-0.5854572661513804,14,0.5455871659407071,0.5345510063143142,0.5568511743932373,0.4544128340592929,0.4431488256067627,0.4654489936856858
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,3,Full adjustment,0,28,-0.7160486121449594,0.010495061377857414,0.010497817830607546,-68.20928155728143,0,-0.7366239570092126,-0.6954732672807062,14,0.48867940786744707,0.4787273946663248,0.4988383082612782,0.511320592132553,0.5011616917387218,0.5212726053336751
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,2,0,Unadjusted,28,70,-0.6868382149868779,0.03397639045674711,0.03397360418504118,-20.216819247258364,6.963032625473918e-91,-0.7534252556145778,-0.620251174359178,49,0.5031644545075694,0.47075134438403216,0.5378093367129373,0.4968355454924306,0.4621906632870627,0.5292486556159679
moderna,postest,age65plus-FALSE,age65plus,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,2,3,Full adjustment,28,70,-0.8767500918078446,0.03413308617082003,0.03404900143782647,-25.7496565180859,3.2521066551571687e-146,-0.943484908335537,-0.8100152752801522,49,0.41613311088756244,0.38926890241266887,0.44485127094325166,0.5838668891124376,0.5551487290567483,0.6107310975873311
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,1,0,Unadjusted,0,28,-0.7287270379927377,0.04701198941480927,0.04701109589283101,-15.501171035322864,3.4062674352205444e-54,-0.8208670928164454,-0.6365869831690302,14,0.48252283254171413,0.4400499249036569,0.5290951565894569,0.5174771674582859,0.47090484341054306,0.5599500750963431
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,1,3,Full adjustment,0,28,-0.7766646806191482,0.04722358105215931,0.04725353051304462,-16.43611963353183,1.0545883894808e-60,-0.8692798985670801,-0.6840494626712162,14,0.45993749433180897,0.41925334550749455,0.5045696139553913,0.540062505668191,0.49543038604460865,0.5807466544925055
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,2,0,Unadjusted,28,70,-0.7266944392593017,0.0917601238969095,0.09172891928292629,-7.922195583902,2.3335286732855884e-15,-0.9064798173946188,-0.5469090611239845,49,0.48350460527698885,0.4039436797111292,0.578735885882004,0.5164953947230111,0.421264114117996,0.5960563202888708
moderna,postest,age65plus-TRUE,age65plus,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Aged 65 and over,Age,Aged 65 and over,2,3,Full adjustment,28,70,-0.8106272254759131,0.09226905145554326,0.09180583720800646,-8.829800480325206,1.0486260989362877e-18,-0.990563359974153,-0.6306910909776733,49,0.44457912739855393,0.3713674185404004,0.5322238587738617,0.555420872601446,0.4677761412261383,0.6286325814595997
moderna,covidemergency,age65plus-FALSE,age65plus,FALSE,mRNA-1273,COVID-19 A&E attendance,Aged 18-64,Age,Aged 18-64,1,0,Unadjusted,0,28,-1.0280252432482966,0.21136679881171724,0.21136612851442318,-4.863717997172599,1.152010150987134e-6,-1.4422952426882305,-0.6137552438083627,14,0.3577126590370112,0.23638457558334933,0.5413142804244047,0.6422873409629888,0.45868571957559534,0.7636154244166506
