treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,treated,treated_descr,time,interval,surv,surv.ll,surv.ul,n.risk,n.event,n.censor
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,20,1,0.9705534170505459,0.9702681895626933,0.9708361204013378,833604,1470,52914
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,21,1,0.9689177762352497,0.9686174039250331,0.9692131002713448,779220,1314,60042
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,22,1,0.9673225216129236,0.967009528617404,0.967630466334322,717864,1176,43938
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,23,1,0.9658004669653563,0.965477377421594,0.9661235565091185,672750,1062,43074
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,24,1,0.9643238467848805,0.9639881365558151,0.9646595570139459,628614,960,39204
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,25,1,0.9627311162996152,0.9623802612481859,0.9630794472139838,588450,972,33846
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,26,1,0.9611711995961382,0.9608077238594056,0.9615346753328706,553632,894,29802
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,27,1,0.9595103174102354,0.9591291727140784,0.9598889379693318,522936,906,27108
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,28,1,0.9578368145390296,0.9574405250205087,0.9582305799204898,494922,864,35094
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,29,1,0.9562819461096738,0.9558705117687891,0.9566908563134979,458964,744,26460
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,30,1,0.9548154224774406,0.954388843314192,0.9552369533665679,431760,666,24672
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,31,1,0.953252981636903,0.9528112576512905,0.9536896573483941,406422,660,23352
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,32,1,0.9517258787152143,0.9512690099072381,0.95218022338613,382410,612,20730
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,33,1,0.9500523758440084,0.9495778380766077,0.9505218653372879,361068,636,17340
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,34,1,0.9482021833785576,0.9477099766517323,0.9486918659683221,343092,672,16998
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,35,1,0.9464933425885026,0.9459809427651922,0.9470006941376917,325422,582,22920
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,36,1,0.9448728465955702,0.9443427778128353,0.9453978671041838,301920,522,15864
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,37,1,0.9432977850697294,0.9427475231905093,0.9438404745377674,285534,474,15114
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,38,1,0.9417429166403737,0.9411749858017291,0.9423032750678363,269946,444,14634
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,39,1,0.9399785448349846,0.9393929450369156,0.940561620495993,254868,480,12954
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,40,1,0.9381182558212912,0.9375099387896764,0.9387215245787847,241434,474,11196
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,41,1,0.9363841736606299,0.9357531393954692,0.9370076355146085,229764,426,10506
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,42,1,0.9345087398245725,0.9338549883258661,0.935154918912097,218832,438,16242
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,43,1,0.9327746576639112,0.9321007130687197,0.9334435539849815,202152,378,10614
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,44,1,0.9310430996403105,0.9303439136745126,0.9317347131949265,191160,354,10050
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,45,1,0.9292913485202247,0.928569445320881,0.9300056793083865,180756,336,9918
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,46,1,0.9275370732630782,0.9267924528301887,0.9282741212847858,170502,324,8850
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,47,1,0.9255657222187166,0.92479333627816,0.9263305357480912,161328,342,7458
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,48,1,0.9235514608443239,0.9227513093961003,0.9243440398813656,153528,336,6972
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,49,1,0.9215548684293557,0.9207269514734651,0.9223777371111251,146220,318,11106
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,50,1,0.9197930207610274,0.9189373382974696,0.9206386066763426,134796,258,7668
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,51,1,0.9177838076607561,0.9168978355524705,0.9186596832207989,126870,276,6408
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,52,1,0.9157745945604847,0.9148583328074715,0.9166832839023159,120186,264,6426
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,53,1,0.9137906228308198,0.9128415472960182,0.9147296018173787,113496,246,5664
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,54,1,0.9114987063797565,0.9105117687890453,0.9124730232851644,107586,270,5268
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,55,1,0.909398624345302,0.9083788729728025,0.9104082791695589,102048,234,4560
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,56,1,0.9074348457121222,0.906384804694895,0.9084747901811069,97254,210,7092
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,57,1,0.905508929134852,0.9044235501987758,0.9065816873856251,89952,192,4722
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,58,1,0.903335647125639,0.9022124061336532,0.9044462674323216,85038,204,4536
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,59,1,0.901288571969458,0.9001299930586232,0.9024345301949896,80298,180,4230
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,60,1,0.8989386003659999,0.8977345869880735,0.9001274689215625,75888,198,3816
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,61,1,0.8968233735091816,0.8955814980753456,0.8980526282577145,71874,168,3318
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,62,1,0.8946071811699375,0.8933249195431312,0.8958768221114407,68388,168,2856
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,63,1,0.8919946993121727,0.8906619549441536,0.893312298857828,65364,192,4242
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,64,1,0.8893595002208621,0.88797627311163,0.8907275825077302,60930,180,3318
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,65,1,0.8868505079825835,0.8854167981321386,0.8882665488736039,57432,162,3042
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,66,1,0.8844147157190636,0.8829305231274058,0.8858787152142362,54228,150,2952
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,67,1,0.8815245787846281,0.8799823310405755,0.8830491575692561,51126,168,2832
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,68,1,0.8784855177636146,0.876880166593046,0.880070675837698,48126,162,2502
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,69,1,0.8756256704739068,0.8739597400138828,0.8772714078374456,45462,150,2262
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,0,Unboosted,70,NA,0.8724326370921942,0.8706985549315328,0.8741440020193098,43050,156,42894
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,0,1,1,1,1,NA,NA,NA
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,1,1,0.9998070723224939,0.9997867641459143,0.9998223034549285,2363586,462,87300
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,2,1,0.9991419795395121,0.9991039017084253,0.9991800573705988,2275824,1512,89628
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,3,1,0.9982154189830681,0.9981595714974741,0.9982712664686619,2184684,2028,91752
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,4,1,0.9971720864112914,0.9971010077932627,0.99724316502932,2090904,2184,91470
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,5,1,0.9960982915746452,0.9960145203462544,0.9961820628030361,1997250,2148,92244
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,6,1,0.9949356484654635,0.9948391846267103,0.9950321123042165,1902858,2226,92028
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,7,1,0.9937476201355571,0.9936384636864417,0.9938567765846724,1808604,2160,98550
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,8,1,0.9926281319016069,0.9925088213642017,0.992747442439012,1707894,1920,83592
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,9,1,0.9916431853374965,0.9915137207118015,0.9917701114411189,1622382,1614,74814
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,10,1,0.9908181656639504,0.9906810854720381,0.9909527073337903,1545954,1284,69372
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,11,1,0.9901327647043892,0.9899906074683319,0.9902749219404463,1475298,1020,65352
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,12,1,0.9894473637448278,0.9892975909425532,0.9895945980250298,1408926,978,62184
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,13,1,0.9887848094839184,0.9886274211154266,0.9889371208082655,1345764,900,59868
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,14,1,0.9880257913842561,0.9878633259716193,0.9881857182748204,1284996,984,60420
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,15,1,0.987279465894956,0.9871093849161019,0.9874470083517376,1223592,924,52182
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,16,1,0.9865610641484528,0.9863833676033813,0.9867336836493793,1170486,852,103008
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,17,1,0.9859112024979058,0.9857284289086894,0.9860914375650496,1066626,702,86076
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,18,1,0.985268956413576,0.9850785672581424,0.9854568070469373,979848,642,72420
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,19,1,0.9846292488513188,0.9844337826517402,0.9848247150508974,906786,588,56982
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,20,1,0.9840047724214962,0.9838016906557002,0.9842053156652197,849216,540,53304
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,21,1,0.9833752189475288,0.9831645216155155,0.9835833777574696,795372,504,60954
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,22,1,0.9827532810397787,0.982534968141548,0.9829665168938644,733914,468,44250
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,23,1,0.9821643439189703,0.9819409539765949,0.9823877338613459,689196,414,43656
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,24,1,0.981580483842307,0.9813469398116417,0.9818089508288275,645126,384,39696
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,25,1,0.980953468890412,0.9807123092935293,0.9811920899652222,605046,384,34326
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,26,1,0.9802706064529231,0.9800218312898231,0.9805168430939507,570336,396,30180
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,27,1,0.9795014342649709,0.9792399664915087,0.9797578249942883,539760,426,27474
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,28,1,0.9788591881806412,0.9785901048409616,0.979123194476176,511860,336,36270
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,29,1,0.9781484020003554,0.9778691645723859,0.9784225623841799,475254,342,27120
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,30,1,0.9774452313862869,0.9771558398700276,0.9777295458584012,447792,324,25440
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,31,1,0.976637981367248,0.9763358972406265,0.9769349884497246,422028,348,24120
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,32,1,0.9758383469144264,0.9755235701774427,0.9761480466072653,397560,324,21456
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,33,1,0.9750869443809814,0.9747620135557079,0.9754093366841825,375780,288,17790
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,34,1,0.9742086157439139,0.9738709923082781,0.9745437006574772,357702,324,17592
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,35,1,0.9733556723275709,0.9730028177595004,0.9737034498514965,339786,300,24114
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,36,1,0.9725408067423146,0.9721727210418094,0.9729012768766024,315372,264,16536
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,37,1,0.9716929403701166,0.9713121620592491,0.972068641636839,298572,258,15744
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,38,1,0.9707486101591654,0.9703526007158633,0.9711395425583226,282570,276,15354
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,39,1,0.9698499733455183,0.9694387327697814,0.9702561368771101,266940,246,13626
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,40,1,0.9689640291422333,0.9685375574340619,0.96938542380626,253068,234,11694
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,41,1,0.9679359277028914,0.9674916863402128,0.9683750920214251,241140,252,10986
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,42,1,0.9670093671464474,0.9665473561292616,0.9674637625974157,229902,222,17322
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,43,1,0.9660294976264818,0.965549716954789,0.9665016627319575,212358,216,11208
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,44,1,0.9648897012159521,0.9643896123676795,0.9653847130200797,200934,234,10644
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,45,1,0.9636509024445967,0.9631279668976722,0.9641687609473765,190056,246,10464
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,46,1,0.962533952732719,0.9619881704871424,0.9630721194120783,179346,210,9330
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,1,Boosted,47,1,0.9613662325793922,0.9608001421572361,0.9619272459574036,169806,204,7848
