treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,treated_descr,time,leadtime,interval,surv,surv.ll,surv.ul,n.risk,n.event,n.censor
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,26,27,1,0.9797024150535377,0.9793796548079172,0.980021140796088,357594,336,34950
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,27,28,1,0.97879465186273,0.9784557536048284,0.9791295156175612,333882,330,23382
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,28,29,1,0.9778747851627114,0.9775197488925288,0.9782217524267535,310926,318,22638
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,29,30,1,0.9769670219719037,0.9765998821925103,0.9773301272482268,289998,288,20640
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,30,31,1,0.976139948842501,0.9757566710508265,0.9765151576280349,271998,246,17754
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,31,32,1,0.9753411172345902,0.9749457359337049,0.975732464032405,257046,222,14730
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,32,33,1,0.9744333540437823,0.9740218347306161,0.9748408388538783,242982,234,13830
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,33,34,1,0.9735054183376233,0.9730737265091057,0.9739290411600002,221370,234,21378
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,34,35,1,0.9724322405209349,0.9719803761770661,0.9728760358586632,206556,246,14568
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,35,36,1,0.9715930638823215,0.9711250615261717,0.9720529972323307,193344,174,13038
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,36,37,1,0.9707659907529189,0.970281850384488,0.9712420621152091,181122,168,12054
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,37,38,1,0.9698784000774624,0.9693781216967505,0.970374643955104,170508,162,10452
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,38,39,1,0.9688980158313899,0.9683735304322566,0.9694103977213125,161304,174,9030
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,39,40,1,0.9680427011804955,0.967502077769081,0.9685752555857694,153270,144,7890
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,40,41,1,0.9670219719037205,0.9664571414738846,0.9675746988243457,140628,162,12480
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,41,42,1,0.9661384157313343,0.9655574472892173,0.966715349670381,132216,126,8286
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,42,43,1,0.9653073080988613,0.9647021326383228,0.9659003800501891,124362,114,7740
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,43,44,1,0.9644681314602479,0.9638468179874284,0.965081375926927,117162,108,7092
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,44,45,1,0.9635401957540889,0.9628906407597775,0.9641736127361192,110778,114,6270
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,45,46,1,0.9626848811031944,0.962019188096602,0.9633425051036463,105468,96,5214
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,46,47,1,0.9618093939369486,0.9611194939119347,0.9624871904527519,100896,96,4476
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,47,48,1,0.9609137342553516,0.9601996272119162,0.9616157377895763,93858,96,6942
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,48,49,1,0.9600826266228788,0.959348347064092,0.960808837175525,88344,84,5430
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,49,50,1,0.9591385529044386,0.9583760318241601,0.9598889704755065,83208,84,5052
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,50,51,1,0.958170272167577,0.9573795095658066,0.9589448967570663,78222,84,4902
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,51,52,1,0.9571777844122938,0.9563587802890317,0.957980650523275,73878,84,4260
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,52,53,1,0.9560884685833245,0.9552412229385706,0.9569236107188677,70044,84,3750
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,53,54,1,0.9549305662021608,0.9540429755267043,0.955797984362266,66564,84,3396
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,54,55,1,0.9537968708394187,0.9528770041394,0.9547005995271561,60858,78,5628
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,55,56,1,0.9529496251946646,0.9520015169731543,0.9538775609008238,56412,54,4392
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,56,57,1,0.9520216894885056,0.9510453397455034,0.9529819012192268,52032,54,4326
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,57,58,1,0.9510897192792763,0.9500770590086418,0.9520781725314892,48042,54,3936
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,58,59,1,0.9500205759656583,0.9489675706643211,0.9510493742485737,44586,54,3402
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,59,60,1,0.9489312601366888,0.9478419443077195,0.9500004034503069,41934,48,2604
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,60,61,1,0.9477572197432441,0.9466194898774317,0.948870742590635,39726,54,2154
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,61,62,1,0.9466114208712911,0.945429311471706,0.9477693232524549,35670,48,4008
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,62,63,1,0.9456552436436403,0.9444327892133525,0.9468534910555066,32334,36,3300
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,63,64,1,0.9446304798637951,0.9433636458997344,0.9458731068094341,29100,36,3198
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,64,65,1,0.9433676804028047,0.9420362943896199,0.9446667903914274,26196,36,2868
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,65,66,1,0.9418547417514583,0.9404467001799387,0.9432264727953457,23754,42,2400
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,66,67,1,0.9408219089654726,0.9393614188540397,0.9422501230523436,21678,24,2052
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,67,68,1,0.9396075235413254,0.9380784468776979,0.9411002896773204,20112,30,1536
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,68,69,1,0.9380179293316441,0.9364000936004712,0.9395994545351848,17220,36,2856
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,69,70,1,0.9372029597114523,0.9355286409372957,0.938832898951836,15012,12,2196
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Unboosted,70,NA,NA,0.9362024029500285,0.9344594976236776,0.9379009287426067,0,18,14994
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,0,1,1,1,1,1,1456794,NA,NA
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,1,2,1,1,NA,NA,1422678,0,34116
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,2,3,1,1,NA,NA,1389516,0,33162
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,3,4,1,0.9993822024893121,0.9993368973385283,0.9994233889900246,1353390,864,35262
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,4,5,1,0.9986985065774842,0.9986367268264154,0.9987561676784816,1317648,924,34818
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,5,6,1,0.9979983360653711,0.9979200817140174,0.9980724717666537,1282758,924,33966
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,6,7,1,0.9972569790525457,0.9971663687509782,0.9973475893541133,1247226,954,34578
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,7,8,1,0.9965568085404327,0.9964579609387227,0.9966556561421428,1207428,876,38922
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,8,9,1,0.9958978245290323,0.9957866209771085,0.9960090280809561,1172172,798,34458
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,9,10,1,0.995354162719627,0.9952347218675607,0.995469484921622,1139892,642,31638
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,10,11,1,0.9949093485119317,0.9947816703597229,0.9950287893639981,1107840,510,31542
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,11,12,1,0.9945798565062315,0.9944480597039514,0.9947075346584403,1077132,366,30342
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,12,13,1,0.9943080256015288,0.9941721101491775,0.9944398224038089,1048524,294,28314
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,13,14,1,0.9940444319969687,0.9939085165446173,0.9941803474493199,1020510,276,27738
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,14,15,1,0.9938179062430498,0.9936778721406272,0.9939579403454724,990348,234,29928
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,15,16,1,0.9935872618390595,0.993447227736637,0.9937272959414822,931932,228,58188
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,16,17,1,0.9933895666356395,0.9932412952330744,0.9935296007380621,879948,186,51798
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,17,18,1,0.9931712781818631,0.993023006779298,0.9933154309343569,837588,192,42168
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,18,19,1,0.9929488710780154,0.9927964810253791,0.9931012611306518,795288,186,42114
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,19,20,1,0.9927099893738828,0.9925534806711752,0.9928664980765903,731388,192,63708
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,20,21,1,0.9924875822700352,0.9923310735673275,0.9926440909727428,689916,168,41304
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,21,22,1,0.99224046326576,0.9920757172629099,0.9924010906185389,646644,168,43104
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,22,23,1,0.9920427680623398,0.9918739034094185,0.9922033954151187,606612,132,39900
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,23,24,1,0.9918409542088484,0.9916720895559271,0.9920098188617699,572136,120,34356
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,24,25,1,0.9916350217052858,0.991457919752222,0.9918080050082785,542934,120,29082
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,25,26,1,0.9913796654008682,0.9911984447977331,0.9915567673539321,514878,138,27918
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,26,27,1,0.9911243090964506,0.9909389698432441,0.9913055296995856,466158,138,48582
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,27,28,1,0.9908524781917478,0.9906630202884702,0.9910419360950254,436134,126,29898
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,28,29,1,0.9906177151376865,0.9904200199342663,0.9908112916910353,407424,102,28608
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,29,30,1,0.9903664774833401,0.9901646636298487,0.9905641726867601,380286,102,27036
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,30,31,1,0.9901481890295636,0.989942256526001,0.9903541215331263,356802,84,23400
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,31,32,1,0.9898887140750747,0.9896745442713696,0.9900987652287087,337872,96,18834
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,32,33,1,0.9896292391205858,0.9894068320167382,0.9898475275743622,319626,90,18156
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,33,34,1,0.9892956284648143,0.9890649840608242,0.9895221542187332,287358,108,32160
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,34,35,1,0.9889826110593991,0.9887437293552664,0.9892173741134606,267054,90,20214
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,35,36,1,0.988702542854554,0.9884554238502788,0.9889455432087578,249690,72,17292
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,36,37,1,0.988476017100635,0.9882206607962174,0.9887272547549815,232698,60,16932
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,37,38,1,0.9881341691447211,0.9878664568900897,0.98839364409921,218136,78,14484
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,38,39,1,0.9877676092883796,0.9874875410835344,0.9880394401930823,206136,84,11916
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,39,40,1,0.9875081343338907,0.987219828828903,0.9877882025387359,195678,54,10404
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,40,41,1,0.9872157101788318,0.9869191673737016,0.9875040156838194,177222,60,18396
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,41,42,1,0.9868862181731315,0.9865773194177876,0.987186879628333,166032,54,11136
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,42,43,1,0.986569082117645,0.9862519460621586,0.9868820995230603,155754,54,10224
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,43,44,1,0.9863096071631562,0.985980115157456,0.9866308618687138,146646,42,9066
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,44,45,1,0.9859595219070997,0.9856176739511857,0.9862972512129424,138474,54,8118
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,45,46,1,0.9856135553011145,0.9852552327449154,0.9859595219070997,132066,48,6360
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,46,47,1,0.9852387581446305,0.9848680796382178,0.9856011993509007,126876,48,5142
pfizer,postest,age65plus-FALSE,age65plus,FALSE,BNT162b2,Positive SARS-CoV-2 test,Aged 18-64,Age,Aged 18-64,Boosted,47,48,1,0.9848516050379328,0.984464451931235,0.9852305208444879,117324,54,9498
