treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,rrECI,q_0,q_1
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,42-69,78516,83508,3212.060232717317,3510.17659137577,1350,888,0.419045691077007,0.25297872539568145,0.6037020085935979,0.6,(0.55-0.66),0.60 (0.55-0.66),"1,350 /  3,212","888 /  3,510"
pfizer,postest,cev-TRUE,cev,TRUE,BNT162b2,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,All,492012,492012,30561.809719370296,31213.314168377823,7608,4134,0.24887269667081469,0.13241144396602197,0.532044879720829,0.53,(0.51-0.55),0.53 (0.51-0.55),"7,608 / 30,562","4,134 / 31,213"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0-6,3860412,3860412,65069.70294318959,65066.78986995209,126,42,0.0019056487795596775,6.301217576884616e-4,0.3306599644421669,0.33,(0.23-0.47),0.33 (0.23-0.47),"126 / 65,070","42 / 65,067"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,7-13,2753100,2753262,45187.51540041068,45199.994524298425,132,42,0.002876900817583312,8.407080664483735e-4,0.29222698999911817,0.29,(0.20-0.42),0.29 (0.20-0.42),"132 / 45,188","42 / 45,200"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,14-27,1885398,1886724,47672.993839835726,47759.07186858316,198,24,0.004048413671027484,5.025223284497634e-4,0.12412820657287812,0.12,(0.08-0.19),0.12 (0.08-0.19),"198 / 47,673","24 / 47,759"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,28-41,725298,728394,19562.570841889115,19696.30663928816,96,12,0.00470285836885004,4.569384588097207e-4,0.09716185837879122,0.1,(0.04-0.19),0.10 (0.04-0.19),"96 / 19,563","12 / 19,696"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,42-69,323532,327294,12859.564681724845,13116.23819301848,72,18,0.005443419099518923,0.0012961033300728537,0.2381046372467261,0.24,(0.13-0.41),0.24 (0.13-0.41),"72 / 12,860","18 / 13,116"
pfizer,covidemergency,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,All,3860412,3860412,190352.34770704998,190838.40109514032,612,132,0.0031993301229845815,6.759645818646768e-4,0.21128316112439344,0.21,(0.17-0.26),0.21 (0.17-0.26),"612 /190,352","132 /190,838"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0-6,492012,492012,8511.342915811088,8514.357289527721,60,24,0.006814435815088163,0.002583870896169581,0.37917605599109333,0.38,(0.22-0.63),0.38 (0.22-0.63),"60 /  8,511","24 /  8,514"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,7-13,378858,379260,6452.221765913758,6464.073921971252,72,36,0.01084897614179984,0.005569243241114052,0.5133427494283453,0.51,(0.33-0.78),0.51 (0.33-0.78),"72 /  6,452","36 /  6,464"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,14-27,282930,283836,8249.796030116358,8301.207392197126,108,30,0.01297001763551369,0.003613932116453211,0.2786374096021094,0.28,(0.18-0.42),0.28 (0.18-0.42),"108 /  8,250","30 /  8,301"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,28-41,151644,153426,4460.963723477071,4542.740588637919,78,12,0.016812510625291908,0.0024214457738380795,0.1440264234061138,0.14,(0.07-0.27),0.14 (0.07-0.27),"78 /  4,461","12 /  4,543"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,42-69,81882,84360,3374.088980150582,3555.5701574264203,66,18,0.018671706754214996,0.005062479209530967,0.2711310367161883,0.27,(0.15-0.46),0.27 (0.15-0.46),"66 /  3,374","18 /  3,556"
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,All,492012,492012,31048.413415468858,31377.949349760438,378,120,0.012013496310061529,0.0037287331525663664,0.3103786821363138,0.31,(0.25-0.38),0.31 (0.25-0.38),"378 / 31,048","120 / 31,378"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0-6,3860412,3860412,65070.37371663244,65066.9787816564,36,12,5.0714323762313e-4,1.0758145116111387e-4,0.21213227975852486,0.21,(0.08-0.49),0.21 (0.08-0.49),"36 / 65,070","12 / 65,067"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,7-13,2753190,2753292,45189.91923340178,45200.7665982204,36,12,7.302513604761725e-4,1.7698814869911893e-4,0.24236606499946933,0.24,(0.10-0.54),0.24 (0.10-0.54),"36 / 45,190","12 / 45,201"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,14-27,1885566,1886772,47680.815879534566,47760.49555099247,42,12,8.179390239154753e-4,1.4656464342013175e-4,0.1791877378811523,0.18,(0.07-0.41),0.18 (0.07-0.41),"42 / 47,681","12 / 47,760"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,28-41,725526,728418,19570.614647501712,19697.158110882956,24,6,0.0011752313565141944,5.076874513422756e-5,0.04319893683300849,0.04,(0.00-0.27),0.04 (0.00-0.27),"24 / 19,571","6 / 19,697"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,42-69,323712,327312,12867.605749486653,13117.344284736482,18,6,0.0013988616336584685,1.5246988693643016e-4,0.10899568854259936,0.11,(0.01-0.46),0.11 (0.01-0.46),"18 / 12,868","6 / 13,117"
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,All,3860412,3860412,190379.32922655717,190842.7433264887,150,30,7.668899800894643e-4,1.3099790730439597e-4,0.17081708029242204,0.17,(0.11-0.26),0.17 (0.11-0.26),"150 /190,379","30 /190,843"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0-6,492012,492012,8511.682409308693,8514.464065708418,18,6,0.0018797693840763847,4.6978881690390846e-4,0.24991832555818375,0.25,(0.06-0.77),0.25 (0.06-0.77),"18 /  8,512","6 /  8,514"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,7-13,378894,379278,6453.382614647502,6464.635181382615,18,6,0.002324362415139294,9.281266199335255e-4,0.39930374621803755,0.4,(0.13-1.09),0.40 (0.13-1.09),"18 /  6,453","6 /  6,465"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,14-27,283020,283872,8254.409308692677,8302.551676933606,36,6,0.003997863295347841,4.8177959688139224e-4,0.12050927240109,0.12,(0.03-0.34),0.12 (0.03-0.34),"36 /  8,254","6 /  8,303"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,28-41,151782,153462,4466.469541409993,4543.739904175222,24,6,0.004477809557319027,4.4016603990959275e-4,0.09829941052096258,0.1,(0.01-0.40),0.10 (0.01-0.40),"24 /  4,466","6 /  4,544"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,42-69,82020,84378,3381.6208076659823,3556.4106776180697,24,12,0.007097188409059076,0.002249458998182419,0.3169507230935476,0.32,(0.12-0.73),0.32 (0.12-0.73),"24 /  3,382","12 /  3,556"
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,All,492012,492012,31067.564681724845,31381.801505817934,108,24,0.0034762943637976816,7.647744504263273e-4,0.21999703431065273,0.22,(0.14-0.34),0.22 (0.14-0.34),"108 / 31,068","24 / 31,382"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0-6,3860412,3860412,65068.05475701574,65066.61190965092,360,84,0.005471194756465583,0.0012448780968105976,0.22753313530640873,0.23,(0.18-0.29),0.23 (0.18-0.29),"360 / 65,068","84 / 65,067"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,7-13,2752872,2753226,45181.37440109514,45199.110198494185,342,96,0.007458825776487037,0.0020575626288125096,0.2758561052999393,0.28,(0.22-0.35),0.28 (0.22-0.35),"342 / 45,181","96 / 45,199"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,14-27,1884972,1886664,47651.77549623545,47757.018480492814,540,66,0.011332211536224095,0.0013610564911323009,0.12010510806135255,0.12,(0.09-0.16),0.12 (0.09-0.16),"540 / 47,652","66 / 47,757"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,28-41,724650,728346,19538.201232032854,19694.99794661191,288,30,0.01458680850992275,0.0014216807778249492,0.09746345657844509,0.1,(0.06-0.14),0.10 (0.06-0.14),"288 / 19,538","30 / 19,695"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,42-69,322938,327264,12825.930184804929,13114.600958247776,270,42,0.021051104762746412,0.0031262865054399605,0.14850937946841003,0.15,(0.10-0.21),0.15 (0.10-0.21),"270 / 12,826","42 / 13,115"
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,All,3860412,3860412,190265.3360711841,190832.3394934976,1788,312,0.009397402789812718,0.0016139822045754188,0.1717476882362711,0.17,(0.15-0.19),0.17 (0.15-0.19),"1,788 /190,265","312 /190,832"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0-6,492012,492012,8510.140999315538,8514.132785763177,210,60,0.024676441908176385,0.006929654667666949,0.2808206585638609,0.28,(0.21-0.38),0.28 (0.21-0.38),"210 /  8,510","60 /  8,514"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,7-13,378708,379230,6448.290212183436,6463.189596167009,216,84,0.03349725165779424,0.012687234186759747,0.37875448160260167,0.38,(0.29-0.49),0.38 (0.29-0.49),"216 /  6,448","84 /  6,463"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,14-27,282654,283782,8236,8298.92128678987,360,84,0.043710539096648855,0.009760304646934644,0.2232940807559826,0.22,(0.17-0.28),0.22 (0.17-0.28),"360 /  8,236","84 /  8,299"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,28-41,151206,153372,4442.666666666667,4540.752908966461,252,36,0.056722689075630245,0.006827061639664518,0.12035856816593744,0.12,(0.08-0.18),0.12 (0.08-0.18),"252 /  4,443","36 /  4,541"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,42-69,81384,84318,3346.8090349075974,3552.969199178645,228,60,0.06812459199850789,0.015480010356609505,0.22723087071036785,0.23,(0.17-0.31),0.23 (0.17-0.31),"228 /  3,347","60 /  3,553"
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,All,492012,492012,30983.90691307324,31369.96577686516,1266,312,0.04085992136342975,0.009818308447985143,0.2402919075799465,0.24,(0.21-0.27),0.24 (0.21-0.27),"1,266 / 30,984","312 / 31,370"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0-6,3860412,3860412,65008.48733744011,65038.770704996576,7518,4272,0.11561567278110373,0.06562239651420891,0.5675908372600351,0.57,(0.55-0.59),0.57 (0.55-0.59),"7,518 / 65,008","4,272 / 65,039"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,7-13,2746200,2749770,45019.88227241615,45116.97741273101,5346,3330,0.11868089675733506,0.0737638066831337,0.6215305807299163,0.62,(0.60-0.65),0.62 (0.60-0.65),"5,346 / 45,020","3,330 / 45,117"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,14-27,1874676,1881630,47235.099247091035,47570.945927446955,6306,3696,0.13350241876306324,0.07765243948762172,0.5816556749090617,0.58,(0.56-0.61),0.58 (0.56-0.61),"6,306 / 47,235","3,696 / 47,571"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,28-41,713922,724044,19163.761806981518,19552.531143052704,2874,1632,0.14981400984404172,0.08336516577185775,0.5564577428949532,0.56,(0.52-0.59),0.56 (0.52-0.59),"2,874 / 19,164","1,632 / 19,553"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,42-69,314472,324264,12394.29979466119,12958.318959616701,2028,1182,0.16346223938142063,0.09121553526221914,0.5580220582282494,0.56,(0.52-0.60),0.56 (0.52-0.60),"2,028 / 12,394","1,182 / 12,958"
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,All,3860412,3860412,188821.53045859002,190237.54414784393,24066,14106,0.127432501693852,0.07412837493865337,0.5817069739142514,0.58,(0.57-0.59),0.58 (0.57-0.59),"24,066 /188,822","14,106 /190,238"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0-6,492012,492012,8480.848733744011,8500.624229979467,3660,1986,0.4313247547318434,0.2332769860602096,0.5408383903336107,0.54,(0.51-0.57),0.54 (0.51-0.57),"3,660 /  8,481","1,986 /  8,501"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,7-13,375432,377562,6368.093086926762,6422.740588637919,2730,1704,0.42854273057070114,0.26515160880273975,0.6187285185064991,0.62,(0.58-0.66),0.62 (0.58-0.66),"2,730 /  6,368","1,704 /  6,423"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,14-27,277458,281190,8012,8193.0212183436,3378,2106,0.4213679480778832,0.2569259793062726,0.6097425788512606,0.61,(0.58-0.64),0.61 (0.58-0.64),"3,378 /  8,012","2,106 /  8,193"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,28-41,145074,150606,4220.733744010951,4442.13826146475,1758,1080,0.4155675544539748,0.2429010392045318,0.5845043401515931,0.58,(0.54-0.63),0.58 (0.54-0.63),"1,758 /  4,221","1,080 /  4,442"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,42-69,76164,82008,3075.912388774812,3427.9041752224502,1278,894,0.41386094241359633,0.2602173090040111,0.6287554159772829,0.63,(0.58-0.69),0.63 (0.58-0.69),"1,278 /  3,076","894 /  3,428"
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,All,492012,492012,30157.587953456536,30986.428473648186,12792,7764,0.4241055358850098,0.25049676204539173,0.5906472348272067,0.59,(0.57-0.61),0.59 (0.57-0.61),"12,792 / 30,158","7,764 / 30,986"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0-6,3860412,3860412,65070.603696098566,65067.03901437372,12,0,1.8441507099033544e-4,0,0,0,(NA-0.36),0.00 (NA-0.36),"12 / 65,071","0 / 65,067"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,7-13,2753226,2753298,45190.82546201232,45200.95277207392,24,6,4.8682447764742277e-4,1.1061713732479336e-4,0.22722180663419023,0.23,(0.07-0.61),0.23 (0.07-0.61),"24 / 45,191","6 / 45,201"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,14-27,1885632,1886784,47683.71800136893,47760.843258042434,72,12,0.0014680063328532899,1.8843888394881914e-4,0.12836380861011681,0.13,(0.06-0.26),0.13 (0.06-0.26),"72 / 47,684","12 / 47,761"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,28-41,725610,728424,19573.418206707734,19697.32785763176,84,0,0.004036086041063947,0,0,0,(NA-0.05),0.00 (NA-0.05),"84 / 19,573","0 / 19,697"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,42-69,323772,327312,12871.071868583162,13117.494866529774,54,6,0.004195454780406279,3.0493627332809454e-4,0.07268253128414487,0.07,(0.02-0.20),0.07 (0.02-0.20),"54 / 12,871","6 / 13,117"
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,All,3860412,3860412,190389.6372347707,190843.6577686516,240,18,0.0012448156498546911,9.431804132480172e-5,0.07576868216254477,0.08,(0.04-0.12),0.08 (0.04-0.12),"240 /190,390","18 /190,844"
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0-6,492012,492012,8511.813826146476,8514.480492813142,12,6,8.223864082291713e-4,1.1744697763346511e-4,0.14281240115137775,0.14,(0.00-1.11),0.14 (0.00-1.11),"12 /  8,512","6 /  8,514"
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,7-13,378912,379278,6453.806981519507,6464.780287474333,36,12,0.004803366460876283,0.0012374743833909086,0.2576264779025739,0.26,(0.10-0.57),0.26 (0.10-0.57),"36 /  6,454","12 /  6,465"
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,14-27,283050,283878,8256.03011635866,8302.819986310746,84,24,0.010174381490392188,0.0024088201397808157,0.23675347165382962,0.24,(0.14-0.39),0.24 (0.14-0.39),"84 /  8,256","24 /  8,303"
