treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,model_descr,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-0.561805658123687,0.010624450349612558,0.010624347912650012,-52.879071990363386,0,-0.5826289973917043,-0.5409823188556697,0.5701785861875137,0.5584283284299901,0.5821760888470937,0.4298214138124863,0.4178239111529063,0.44157167157000987
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-0.5265208948711484,0.014398555974113146,0.01436903969598133,-36.64273368375504,5.9733119559706036e-294,-0.5546836951676981,-0.4983580945745986,0.590656354670061,0.5742538717473762,0.6075273437000015,0.40934364532993905,0.3924726562999985,0.4257461282526238
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-0.5346803250260467,0.014446055427746294,0.014411798965811405,-37.10017925551485,2.790788676955156e-301,-0.5629269319514686,-0.5064337181006248,0.5858565438884392,0.56953961815767,0.6026409385306157,0.4141434561115608,0.39735906146938427,0.43046038184233004
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-15.819424420856226,0.25179346586592916,0.09677978636365968,-163.45793905158217,0,-16.00910931656048,-15.629739525151972,1.3480663469736534e-7,1.1151471110805515e-7,1.62963510175979e-7,0.9999998651933653,0.9999998370364899,0.9999998884852889
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-16.587472312686074,0.25207701690429923,0.09907977026676908,-167.41532876009745,0,-16.781665094005444,-16.393279531366705,6.253919775644983e-8,5.150097517570334e-8,7.594324656332928e-8,0.9999999374608023,0.9999999240567534,0.9999999484990248
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-1.7418860297437633,0.1610389871647697,0.16106720527197968,-10.814653590111018,2.93399012578759e-27,-2.0575719511673634,-1.4262001083201632,0.17518967589716056,0.12776381035930784,0.24022000012866895,0.8248103241028395,0.759779999871331,0.8722361896406922
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-1.7998209362878879,0.16176157680498784,0.16088756549792152,-11.186824355988776,4.730746502683736e-29,-2.115154770224143,-1.4844871023516326,0.16532848990433402,0.12061462055663469,0.2266185429917512,0.834671510095666,0.7733814570082488,0.8793853794433653
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-1.571308128060619,0.04382052001060558,0.043821572860150565,-35.85695413250441,1.4329369575362273e-281,-1.6571968326124118,-1.485419423508826,0.20777321054186737,0.190672719220197,0.2264073601899018,0.7922267894581326,0.7735926398100982,0.809327280779803
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-1.6159379607680473,0.04387660320008824,0.043943677894698364,-36.772933859571275,5.000628602515547e-296,-1.702065986789885,-1.5298099347462095,0.19870420625653074,0.18230649191113124,0.2165768271339719,0.8012957937434693,0.7834231728660281,0.8176935080888688
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-1.5467539339146423,0.04615241480746811,0.046148093055513574,-33.51717983349786,2.708847339985775e-246,-1.6372025342586518,-1.4563053335706329,0.2129380642098085,0.19452345454790523,0.2330958973292036,0.7870619357901916,0.7669041026707963,0.8054765454520948
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-1.596356662877964,0.046308335181381,0.046338285824563834,-34.450058617225295,4.493859601631983e-260,-1.687178034199432,-1.505535291556496,0.20263343667992725,0.18504096718061347,0.22189848165158058,0.7973665633200727,0.7781015183484195,0.8149590328193865
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-0.6165256592782007,0.009911594964314254,0.009911782887023617,-62.20128773052005,0,-0.6359523967593474,-0.5970989217970539,0.5398166903990183,0.5294310197410823,0.5504060932732264,0.46018330960098175,0.4495939067267736,0.4705689802589177
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-0.7326647710061509,0.009973483408934098,0.009973689365753702,-73.45975437352956,0,-0.7522128429560183,-0.7131166990562835,0.4806265224859513,0.471322435402031,0.4901142758457859,0.5193734775140487,0.5098857241542141,0.528677564597969
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-0.6865280572408896,0.04660464953412404,0.04659925566002277,-14.732597066563404,3.981076133013863e-49,-0.7778609200409085,-0.5951951944408708,0.5033205390648069,0.4593876279210533,0.5514549144280031,0.4966794609351931,0.4485450855719969,0.5406123720789466
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-0.7639860483184353,0.046850029087350586,0.04670053334294322,-16.359257456614873,3.736561222684274e-60,-0.855517411729416,-0.6724546849074546,0.46580599638142645,0.42506320148839066,0.5104540348473791,0.5341940036185735,0.48954596515262094,0.5749367985116094
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-7.360841461647995,0.2058679940618155,0.16097512927128638,-45.726575869015136,0,-7.676346917426396,-7.045336005869594,6.356633481037392e-4,4.6366561752119367e-4,8.714639965815147e-4,0.9993643366518963,0.9991285360034184,0.9995363343824788
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-7.3275930063529735,0.20668446691380124,0.1631276683102806,-44.9193756169883,0,-7.647317361123119,-7.007868651582828,6.571534491812716e-4,4.7732289798066294e-4,9.047348400795491e-4,0.9993428465508187,0.9990952651599204,0.9995226771020194
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-13.292862370872424,0.4251152201279296,0.22627572291232717,-58.74630384463683,0,-13.73635463835635,-12.849370103388498,1.6864878767602279e-6,1.0823730720992834e-6,2.627782815164424e-6,0.9999983135121232,0.9999973722171849,0.9999989176269279
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-11.673565119471997,0.42687931379004024,0.23117220686199852,-50.4972690183327,0,-12.126654319148157,-11.220475919795836,8.515988856489545e-6,5.413285656967044e-6,1.3397051402694085e-5,0.9999914840111435,0.9999866029485973,0.999994586714343
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-1.7686043746075928,0.1440807642959926,0.1440765109947242,-12.275452552237022,1.2270377857834023e-34,-2.050989147175441,-1.4862196020397442,0.17057087583173963,0.1286076287786759,0.22622626634440224,0.8294291241682603,0.7737737336555978,0.8713923712213241
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-1.7913115385865572,0.14454234911555056,0.14472133851208194,-12.37766010875453,3.4526251870868803e-35,-2.0749601498646673,-1.5076629273084472,0.1667413384962347,0.12556143103351994,0.22142686440148732,0.8332586615037653,0.7785731355985127,0.8744385689664801
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-4.138422024542321,0.2143768350403202,0.19332725411685678,-21.406304266034056,1.167092803590833e-101,-4.517336479841384,-3.7595075692432594,0.01594799720783568,0.010918065462135253,0.023295208828267407,0.9840520027921643,0.9767047911717326,0.9890819345378647
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-4.20078391863174,0.2154196662778626,0.19508718300026498,-21.532854460387764,7.666326129012988e-103,-4.583147771157634,-3.818420066105846,0.01498382611481476,0.010222666981483552,0.02196247275252845,0.9850161738851853,0.9780375272474715,0.9897773330185164
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-0.6367894253418473,0.02567533320302442,0.02566032368358768,-24.816110396500466,6.007468068516383e-136,-0.6870827355933193,-0.5864961150903754,0.5289880562575076,0.503041435470971,0.5562729905163927,0.47101194374249244,0.4437270094836073,0.496958564529029
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-0.6533106694749624,0.025842052644383315,0.025883810771867764,-25.240126936216967,1.453710325399233e-140,-0.7040420063704731,-0.6025793325794517,0.52032031353857,0.4945821539295097,0.5473978924024461,0.47967968646143,0.4526021075975539,0.5054178460704903
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-0.6821658411890452,0.04994972940973041,0.04992355836514889,-13.664207110390151,1.661031484340768e-42,-0.7800142175648204,-0.5843174648132701,0.5055209277958074,0.45839949393437446,0.5574862359601978,0.4944790722041926,0.44251376403980225,0.5416005060656255
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-0.7291071992562396,0.05034972646535718,0.05021144678613401,-14.520736722877778,8.954266911344655e-48,-0.8275198265687117,-0.6306945719437674,0.48233943091533243,0.4371321064119531,0.5322220061238793,0.5176605690846676,0.46777799387612073,0.5628678935880469
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-17.690644189813415,2846.3188501254363,0.1924222888289818,-91.93656461251348,0,-18.067784945740982,-17.31350343388585,2.0751564618453714e-8,1.4231828375096678e-8,3.025805418419647e-8,0.9999999792484354,0.9999999697419458,0.9999999857681716
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-16.473134335328893,1410.0009109450266,0.20028315734079497,-82.24922431844217,0,-16.86568211042682,-16.080586560230966,7.011463192798983e-8,4.7350800547890623e-8,1.0382214352269259e-7,0.9999999298853681,0.9999998961778565,0.9999999526491995
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-16.567331507137222,0.7071067935746764,0.2672881071611001,-61.9830477423814,0,-17.09120657066886,-16.043456443605585,6.381155774419894e-8,3.779055736565173e-8,1.0774953283547613e-7,0.9999999361884423,0.9999998922504671,0.9999999622094426
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-16.678369503675423,0.7138749203339112,0.3053447983968196,-54.62142990888801,0,-17.276834311399835,-16.079904695951015,5.710526581116913e-8,3.1388184288320005e-8,1.0389296027479169e-7,0.9999999428947342,0.9999998961070398,0.9999999686118157
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,0,Unadjusted,-5.178193048875016,0.13712318237653576,0.1200755883531325,-43.124444526112775,0,-5.413536877469613,-4.9428492202804195,0.005638185140386646,0.004455852503884039,0.00713424235868829,0.9943618148596134,0.9928657576413117,0.995544147496116
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,3,Full adjustment,-4.875455464811944,0.1376182943332848,0.12312234271003811,-39.598462452050555,0,-5.116770822215816,-4.634140107408072,0.007631617493930429,0.005995351726697126,0.009714456837338981,0.9923683825060696,0.990285543162661,0.9940046482733029
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,0,Unadjusted,-1.9419094194372923,0.192576670230408,0.1925853277919107,-10.083371571979429,6.544124345047307e-24,-2.319369725860278,-1.5644491130143068,0.14342982045999242,0.0983355444274566,0.20920322877107747,0.8565701795400076,0.7907967712289226,0.9016644555725434
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,3,Full adjustment,-2.0776243553104266,0.1935939636987816,0.1945517301454955,-10.679033045641255,1.2759373113007212e-26,-2.458938739525553,-1.6963099710953,0.12522735480664038,0.08552566783251651,0.18335887680617452,0.8747726451933596,0.8166411231938255,0.9144743321674835
