treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,period,model,model_descr,term_left,term_right,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,covidemergency,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-1.5961918368625891,0.20657196657070195,0.2053223703290595,-7.774076610865418,7.599973534395223e-15,-1.9986162879279412,-1.193767385797237,49,0.20266683869456176,0.13552267792204717,0.30307730142458705,0.7973331613054382,0.6969226985754129,0.8644773220779528
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.5584295077679042,0.23473398175404842,0.23473303169698825,-6.639157243875446,3.15481703018442e-11,-2.0184977958759003,-1.0983612196599084,14,0.21046634754860397,0.13285489041812984,0.3334170335095542,0.7895336524513961,0.6665829664904458,0.8671451095818702
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.5383047384972282,0.2349336193162184,0.23489740393610345,-6.5488366951712935,5.798699759403953e-11,-1.998695190273948,-1.0779142867205085,14,0.21474484168546443,0.13551198528666455,0.34030456371044904,0.7852551583145355,0.659695436289551,0.8644880147133355
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-2.5382800211292476,0.6021116780249718,0.6021848670394991,-4.215117582758443,2.4964808558632022e-5,-3.7185406725617067,-1.3580193696967884,49,0.07900216505515052,0.024269358957236278,0.25716963082538674,0.9209978349448494,0.7428303691746132,0.9757306410427637
pfizer,covidadmittedproxy1,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-2.4983015163351316,0.6025093821555476,0.6053870653880294,-4.126783770535002,3.6787198997696805e-5,-3.684838361202064,-1.3117646714681994,49,0.0822245371215761,0.02510123172844383,0.26934433250127165,0.9177754628784239,0.7306556674987283,0.9748987682715562
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.4401118138790907,0.30078377399856376,0.3008056175357456,-4.787516355833874,1.688579801946965e-6,-2.029679990596482,-0.8505436371616993,14,0.23690126835138017,0.13137755647576782,0.42718263645620635,0.7630987316486199,0.5728173635437936,0.8686224435242322
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.4880316941351313,0.3012639532533769,0.30154265198244107,-4.934730408293218,8.026154527170036e-7,-2.0790444318234114,-0.8970189564468514,14,0.22581669471821889,0.12504964858937273,0.4077834699152836,0.7741833052817811,0.5922165300847164,0.8749503514106273
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-1.4264952107245745,0.3576530707677443,0.3578829093583055,-3.9859271661849456,6.721713006634732e-5,-2.127932823749266,-0.7250575976998832,49,0.24014912108784536,0.11908320556782226,0.4842966737775505,0.7598508789121546,0.5157033262224495,0.8809167944321777
pfizer,covidadmittedproxy1,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-1.532132846606325,0.3594184228839199,0.35801582979738095,-4.2795114603548,1.8730399378968477e-5,-2.2338309789044137,-0.8304347143082367,49,0.2160743221169844,0.10711727904674567,0.43585977065324605,0.7839256778830156,0.5641402293467539,0.8928827209532544
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.5974624239517963,0.07126715994633005,0.07126778992870644,-22.414928617119127,2.8149198767171324e-111,-1.7371447254698273,-1.4577801224337652,14,0.2024094963484582,0.17602227570101142,0.2327523834632545,0.7975905036515418,0.7672476165367454,0.8239777242989885
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.6021286844693658,0.07132904192947327,0.0713343501655438,-22.459427761679287,1.0351259255908811e-111,-1.7419414416544006,-1.4623159272843311,14,0.2014672011145822,0.1751799685714484,0.23169905472604868,0.7985327988854178,0.7683009452739513,0.8248200314285516
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-2.0835309163156874,0.12794269995630173,0.12793726635386318,-16.285566947732217,1.249656751966291e-59,-2.334283350649767,-1.8327784819816075,49,0.12448987193381114,0.09687988656206663,0.15996848018776325,0.8755101280661889,0.8400315198122368,0.9031201134379334
pfizer,covidadmitted,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-2.088504506530831,0.12809745168738113,0.12803441735761217,-16.31205538037043,8.101999489659343e-60,-2.3394473533333207,-1.8375616597283413,49,0.12387224750344858,0.09638088809149399,0.15920514954156997,0.8761277524965514,0.84079485045843,0.903619111908506
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.254777669158366,0.07633408066717258,0.0763391214894751,-16.436889037704773,1.0412873177453144e-60,-1.404399597889165,-1.1051557404275671,14,0.2851392364240336,0.2455144195856912,0.3311593033341306,0.7148607635759664,0.6688406966658694,0.7544855804143088
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.2620263972298231,0.07649245290612434,0.07652053320568417,-16.49265033004339,4.143678174293213e-61,-1.4120038863907654,-1.112048908068881,14,0.2830798127553041,0.24365453760974984,0.32888441633672844,0.716920187244696,0.6711155836632716,0.7563454623902501
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-1.7279638879101478,0.11792328501595703,0.11790583948658603,-14.655456383114387,1.2431849689160574e-48,-1.959055086870817,-1.4968726889494786,49,0.17764574863854066,0.14099158279562315,0.2238290498170592,0.8223542513614593,0.7761709501829408,0.8590084172043768
pfizer,covidadmitted,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-1.7447760981983058,0.11836328127914093,0.1182474279288045,-14.75529851904108,2.8443008055713658e-49,-1.9765367982032582,-1.5130153981933534,49,0.1746840966724769,0.13854822788338664,0.22024484972815925,0.8253159033275231,0.7797551502718407,0.8614517721166134
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.5322731885961963,0.011865887719090654,0.011857512270931533,-44.88911134429554,0,-0.5555134855934639,-0.5090328915989287,14,0.5872684791965924,0.5737775590298382,0.6010766040432465,0.4127315208034076,0.3989233959567535,0.4262224409701618
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.5484618755905163,0.011884980508297421,0.01188413660026851,-46.15075491290838,0,-0.5717543553143969,-0.5251693958666357,14,0.5778379137985611,0.5645341759085399,0.5914551658200546,0.4221620862014389,0.40854483417994536,0.43546582409146006
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.5851938877749239,0.023661287816746326,0.023662218295255544,-24.731150751502437,4.946080750644396e-135,-0.6315709834279495,-0.5388167921218983,49,0.5569978562670459,0.5317557649849654,0.5834381727762866,0.4430021437329541,0.4165618272237134,0.46824423501503465
pfizer,noncovidadmitted,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.6149233951052229,0.023705333392347164,0.0237108945667149,-25.934213210514873,2.7402539478823938e-148,-0.6613958944972105,-0.5684508957132353,49,0.5406823126345787,0.5161303678717434,0.5664021754839293,0.45931768736542133,0.43359782451607065,0.4838696321282566
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.5334140383819482,0.01659518258312089,0.01655155628455137,-32.22742497512562,7.289035753064524e-228,-0.5658544925877566,-0.50097358417614,14,0.5865988761088179,0.5678746946621066,0.605940438421669,0.4134011238911821,0.394059561578331,0.4321253053378934
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.5380508301631103,0.016643055237366,0.016596821325515536,-32.41890839277305,1.4862828427434848e-230,-0.5705800022189671,-0.5055216581072535,14,0.5838852354165683,0.565197527793928,0.603190833951705,0.41611476458343166,0.39680916604829497,0.43480247220607204
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.505431340649556,0.028959154056808066,0.028951020378720632,-17.458152909216782,2.984350761469736e-68,-0.5621742979075336,-0.4486883833915784,49,0.6032453150745951,0.5699684344142796,0.6384650240033197,0.3967546849254049,0.3615349759966803,0.4300315655857204
pfizer,noncovidadmitted,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.5243481190442157,0.02909130291044584,0.029058550680805657,-18.044537898807487,8.708986678779929e-73,-0.5813018318215267,-0.4673944062669048,49,0.5919411137608194,0.5591699472975525,0.6266328937272858,0.40805888623918063,0.3733671062727142,0.44083005270244746
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-10.014889960688862,0.28809045964693353,0.20391825259756635,-49.112278244426186,0,-10.414562391570433,-9.61521752980729,14,4.472893453651503e-5,2.9992524473496934e-5,6.670587487691331e-5,0.9999552710654634,0.9999332941251231,0.9999700074755266
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-10.571618676300016,0.2883930547171167,0.20365764067510064,-51.90877514468089,0,-10.970780317199612,-10.17245703540042,14,2.5633289598309702e-5,1.7196919015435115e-5,3.8208328773372856e-5,0.9999743667104017,0.9999617916712267,0.9999828030809845
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-17.506990127381997,0.5181885414118874,0.10995190284250828,-159.22407593489737,0,-17.72249189698496,-17.291488357779034,49,2.4935081551704766e-8,2.0101087939860135e-8,3.093157414416514e-8,0.9999999750649184,0.9999999690684258,0.9999999798989121
pfizer,coviddeath,cev-FALSE,cev,FALSE,BNT162b2,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-18.452826718025555,0.5188991903994618,0.11340514444732969,-162.7159579748682,0,-18.675096716803885,-18.230556719247225,49,9.683652155466756e-9,7.753692024166737e-9,1.209399583782842e-8,0.9999999903163479,0.9999999879060042,0.999999992246308
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.4369849628613751,0.20677842979648833,0.2068066691580342,-6.948445950566918,3.693319484913478e-12,-1.8423185861738125,-1.0316513395489377,14,0.23764318264667067,0.1584496207775363,0.35641790735320794,0.7623568173533293,0.6435820926467921,0.8415503792224637
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.4859709497903029,0.2074850028047642,0.20663427470252618,-7.191309147185427,6.417299185143781e-13,-1.8909666861788101,-1.0809752134017956,14,0.22628252500854334,0.15092584037097698,0.33926450896932375,0.7737174749914566,0.6607354910306762,0.849074159629023
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-2.2119783692596706,0.2567288553219329,0.2567891412587038,-8.613987174135216,7.056259064397836e-18,-2.7152758377476984,-1.7086809007716428,49,0.10948383466436792,0.06618669370036807,0.18110452996911056,0.890516165335632,0.8188954700308895,0.9338133062996319
pfizer,coviddeath,cev-TRUE,cev,TRUE,BNT162b2,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-2.283017752056395,0.2583059797016681,0.2563913297798291,-8.904426503099346,5.366275177385579e-19,-2.785535524373192,-1.7804999797395982,49,0.10197600361455182,0.06169604044919813,0.1685538526861855,0.8980239963854482,0.8314461473138145,0.9383039595508018
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.41314224053946,0.05370368040995484,0.05370405998532424,-26.313508530372392,1.34346981492124e-152,-1.5184002639342742,-1.3078842171446459,14,0.24337733026601333,0.21906204825393033,0.2703915413899149,0.7566226697339866,0.729608458610085,0.7809379517460697
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.4521170514138964,0.05376067977030804,0.05386848630838223,-26.956707918260904,4.7596256179710123e-160,-1.5576973444800146,-1.3465367583477783,14,0.234074216024048,0.21062049970700455,0.26013962878016333,0.765925783975952,0.7398603712198366,0.7893795002929954
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-1.8864482589283076,0.07580143992686937,0.07580582236231759,-24.88526870550836,1.0742230884802028e-136,-2.035024940576891,-1.7378715772797242,49,0.151609330788924,0.13067722329804643,0.17589438007754943,0.848390669211076,0.8241056199224506,0.8693227767019536
pfizer,noncoviddeath,cev-FALSE,cev,FALSE,BNT162b2,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-1.9418100293177118,0.07593147853740806,0.07597551885874486,-25.558364832334508,4.4325094637827807e-144,-2.0907193099875956,-1.7929007486478283,49,0.1434440766754511,0.12359819841593955,0.166476561931983,0.8565559233245489,0.833523438068017,0.8764018015840604
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.490696721325159,0.06082729485588485,0.0608261374029073,-24.50750261274865,1.2287057592314188e-132,-1.609913759953542,-1.371479682696776,14,0.22521568829178068,0.1999048531356067,0.2537312399230891,0.7747843117082194,0.7462687600769109,0.8000951468643933
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.5355042099901344,0.06097452097684841,0.06099175548222052,-25.175602798278916,7.412639424016757e-140,-1.65504585408916,-1.4159625658911088,14,0.2153470836406245,0.19108329355419634,0.24269189404237007,0.7846529163593755,0.7573081059576299,0.8089167064458036
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-1.6227851000945208,0.07085246179190904,0.07083865636586739,-22.908185775195435,3.8504915916409124e-116,-1.76162631528483,-1.4839438849042117,49,0.19734829821462577,0.17176529202889962,0.22674167958015704,0.8026517017853743,0.773258320419843,0.8282347079711003
pfizer,noncoviddeath,cev-TRUE,cev,TRUE,BNT162b2,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-1.6794366175695359,0.07118423307997428,0.07126564409716736,-23.565865977155877,8.632753534538055e-123,-1.8191147133350334,-1.5397585218040384,49,0.18647900544608947,0.16216925368172594,0.21443287603956723,0.8135209945539106,0.7855671239604327,0.837830746318274
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.6110049437355999,0.010368210110543081,0.010368524761688482,-58.928821387711054,0,-0.6313268788413211,-0.5906830086298787,14,0.542805106298763,0.5318855848503319,0.5539488036828819,0.457194893701237,0.4460511963171181,0.4681144151496681
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.7208371969408573,0.01043504131891975,0.010437276560001449,-69.06372489000687,0,-0.7412938830951443,-0.7003805107865704,14,0.48634491899474896,0.47649698509527666,0.4963963836722156,0.513655081005251,0.5036036163277844,0.5235030149047233
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.675079253999772,0.03377071775417041,0.03376727891942052,-19.992112944922987,6.45056398474283e-89,-0.7412619045377548,-0.6088966034617892,49,0.5091160695237199,0.47651222302510265,0.5439507314246305,0.4908839304762801,0.45604926857536954,0.5234877769748973
