treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,fup_period,n_0,n_1,yearsatrisk_0,yearsatrisk_1,events_0,events_1,rate_0,rate_1,rr,rrE,rrCI,rrECI,q_0,q_1
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,42-69,405408,411654,16233.653661875427,16671.808350444902,138,36,0.008192856812779564,0.0020993523476453588,0.2562417964354876,0.26,(0.17-0.37),0.26 (0.17-0.37),"138 / 16,234","36 / 16,672"
pfizer,covidemergency,none,none,,BNT162b2,COVID-19 A&E attendance, ,Main analysis,,All,4352418,4352418,221400.76112251883,222216.35044490075,984,246,0.004435395772901524,0.001107029251031627,0.2495897339748413,0.25,(0.22-0.29),0.25 (0.22-0.29),"984 /221,401","246 /222,216"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0-6,4352418,4352418,73582.05612594113,73581.44284736481,54,12,6.659232234029024e-4,1.4949421449669147e-4,0.22449166697140888,0.22,(0.11-0.44),0.22 (0.11-0.44),"54 / 73,582","12 / 73,581"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,7-13,3132084,3132564,51643.30184804928,51665.40177960301,48,18,9.29452577242853e-4,2.709743758448243e-4,0.29154190593418783,0.29,(0.15-0.54),0.29 (0.15-0.54),"48 / 51,643","18 / 51,665"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,14-27,2168586,2170638,55935.22518822724,56063.04722792608,72,12,0.0012872031847143423,1.9620767232432363e-4,0.1524294490988742,0.15,(0.07-0.29),0.15 (0.07-0.29),"72 / 55,935","12 / 56,063"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,28-41,877308,881874,24037.084188911704,24240.89801505818,48,6,0.001788902500072612,1.237577914042802e-4,0.06918084769810363,0.07,(0.01-0.22),0.07 (0.01-0.22),"48 / 24,037","6 / 24,241"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,42-69,405726,411690,16249.226557152635,16673.754962354553,42,12,0.002584738409072911,5.997449298360007e-4,0.2320331247954473,0.23,(0.10-0.47),0.23 (0.10-0.47),"42 / 16,249","12 / 16,674"
pfizer,covidadmittedproxy1,none,none,,BNT162b2,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,All,4352418,4352418,221446.89390828199,222224.54483230665,258,54,0.0011470018635944415,2.2049769541423068e-4,0.19223830615518037,0.19,(0.14-0.26),0.19 (0.14-0.26),"258 /221,447","54 /222,225"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,0-6,4352418,4352418,73578.19575633128,73580.7446954141,570,144,0.007692496318806467,0.0019026716918879656,0.2473412547804996,0.25,(0.20-0.30),0.25 (0.20-0.30),"570 / 73,578","144 / 73,581"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,7-13,3131580,3132450,51629.664613278575,51662.299794661194,558,180,0.010710896616163076,0.0033873830761611697,0.31625579048625146,0.32,(0.27-0.38),0.32 (0.27-0.38),"558 / 51,630","180 / 51,662"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,14-27,2167620,2170446,55887.77549623545,56055.93976728268,900,150,0.01610370053216062,0.002604541117428801,0.16173556582397228,0.16,(0.13-0.19),0.16 (0.13-0.19),"900 / 55,888","150 / 56,056"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,28-41,875850,881718,23980.867898699522,24235.75085557837,540,60,0.022392850928849052,0.0024344201403778626,0.10871416721850106,0.11,(0.08-0.14),0.11 (0.08-0.14),"540 / 23,981","60 / 24,236"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,42-69,404322,411576,16172.739219712526,16667.57015742642,498,96,0.030792557354353486,0.0057596877705192165,0.18704804879432677,0.19,(0.15-0.23),0.19 (0.15-0.23),"498 / 16,173","96 / 16,668"
pfizer,covidadmitted,none,none,,BNT162b2,COVID-19 hospitalisation, ,Main analysis,,All,4352418,4352418,221249.24298425735,222202.30527036276,3054,618,0.013803437059521613,0.002772248466326608,0.20083754896497397,0.2,(0.18-0.22),0.20 (0.18-0.22),"3,054 /221,249","618 /222,202"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,0-6,4352418,4352418,73489.33607118412,73539.39493497604,11178,6252,0.15204927132797208,0.08500205917559113,0.5590428578394215,0.56,(0.54-0.58),0.56 (0.54-0.58),"11,178 / 73,489","6,252 / 73,539"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,7-13,3121632,3127326,51387.97535934291,51539.71800136893,8076,5034,0.15707954912709787,0.0976140381650201,0.6214305981107546,0.62,(0.60-0.64),0.62 (0.60-0.64),"8,076 / 51,388","5,034 / 51,540"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,14-27,2152128,2162814,55247.099247091035,55763.96714579056,9684,5802,0.17524901998379205,0.10399188394970116,0.5933949528466343,0.59,(0.57-0.61),0.59 (0.57-0.61),"9,684 / 55,247","5,802 / 55,764"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,28-41,858990,874644,23384.49555099247,23994.669404517455,4626,2712,0.197780618782846,0.11290007602646857,0.5708348811994953,0.57,(0.54-0.60),0.57 (0.54-0.60),"4,626 / 23,384","2,712 / 23,995"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,42-69,390636,406272,15470.212183436002,16386.22313483915,3300,2076,0.2132485295536055,0.12656973989267958,0.5935315950718574,0.59,(0.56-0.63),0.59 (0.56-0.63),"3,300 / 15,470","2,076 / 16,386"
pfizer,noncovidadmitted,none,none,,BNT162b2,Non-COVID-19 hospitalisation, ,Main analysis,,All,4352418,4352418,218979.11841204655,221223.97262149214,36852,21864,0.16829001900837265,0.0988319653648417,0.5872716988636426,0.59,(0.58-0.60),0.59 (0.58-0.60),"36,852 /218,979","21,864 /221,224"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,0-6,4352418,4352418,73582.41752224504,73581.51950718685,24,6,2.582138592314668e-4,1.3590368977122416e-5,0.0526322212818941,0.05,(0.00-0.33),0.05 (0.00-0.33),"24 / 73,582","6 / 73,582"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,7-13,3132132,3132576,51644.63244353183,51665.733059548256,54,18,0.0010262441127439552,2.516174499066261e-4,0.24518284371332993,0.25,(0.12-0.46),0.25 (0.12-0.46),"54 / 51,645","18 / 51,666"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,14-27,2168682,2170656,55939.748117727584,56063.663244353185,156,30,0.0027529619846678685,5.17269088778656e-4,0.18789547100886028,0.19,(0.12-0.28),0.19 (0.12-0.28),"156 / 55,940","30 / 56,064"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,28-41,877434,881886,24041.97672826831,24241.22929500342,156,12,0.006322275481669523,4.537723671574407e-4,0.07177358349427904,0.07,(0.04-0.13),0.07 (0.04-0.13),"156 / 24,042","12 / 24,241"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,42-69,405846,411696,16255.556468172485,16674.184804928133,144,12,0.008673957134354059,5.997294690559297e-4,0.06914139184301964,0.07,(0.03-0.13),0.07 (0.03-0.13),"144 / 16,256","12 / 16,674"
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,All,4352418,4352418,221464.33127994524,222226.32991101986,522,66,0.0023434925028353684,2.879946765337204e-4,0.12289123015553857,0.12,(0.09-0.16),0.12 (0.09-0.16),"522 /221,464","66 /222,226"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,0-6,4352418,4352418,73582.41752224504,73581.51950718685,888,162,0.01201373955582193,0.0022016397742938313,0.1832601550969118,0.18,(0.15-0.22),0.18 (0.15-0.22),"888 / 73,582","162 / 73,582"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,7-13,3132132,3132576,51644.63244353183,51665.733059548256,888,246,0.017175066566111098,0.004664600417499761,0.27159140254534414,0.27,(0.23-0.31),0.27 (0.23-0.31),"888 / 51,645","246 / 51,666"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,14-27,2168682,2170656,55939.748117727584,56063.663244353185,1524,366,0.02715421593967852,0.006456945177168051,0.2377879439241321,0.24,(0.21-0.27),0.24 (0.21-0.27),"1,524 / 55,940","366 / 56,064"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,28-41,877434,881886,24041.97672826831,24241.22929500342,1224,228,0.050744579523926435,0.009199203443282662,0.18128445500164547,0.18,(0.16-0.21),0.18 (0.16-0.21),"1,224 / 24,042","228 / 24,241"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,42-69,405846,411696,16255.556468172485,16674.184804928133,1278,222,0.07831168391512566,0.013074102425419268,0.16694957599927238,0.17,(0.14-0.19),0.17 (0.14-0.19),"1,278 / 16,256","222 / 16,674"
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,All,4352418,4352418,221464.33127994524,222226.32991101986,5784,1206,0.026112557117335133,0.005426899685932294,0.20782720212144914,0.21,(0.20-0.22),0.21 (0.20-0.22),"5,784 /221,464","1,206 /222,226"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,0-6,1257372,1257372,20633.08966461328,20668.128678986996,9006,6864,0.43643487942787357,0.33205715459752866,0.7608400937909119,0.76,(0.74-0.79),0.76 (0.74-0.79),"9,006 / 20,633","6,864 / 20,668"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,7-13,833994,837582,13429.075975359343,13545.188227241615,8484,4386,0.6315401011626982,0.32365737016360174,0.5124890241613029,0.51,(0.49-0.53),0.51 (0.49-0.53),"8,484 / 13,429","4,386 / 13,545"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,14-27,555864,566166,12093.705681040383,12458.496919917865,10554,3948,0.8725199933170728,0.3164908275328285,0.3627318914832202,0.36,(0.35-0.38),0.36 (0.35-0.38),"10,554 / 12,094","3,948 / 12,458"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,28-41,136290,143406,2726.800821355236,2889.04038329911,2556,1308,0.9358952733231322,0.4517070815430308,0.482647037995107,0.48,(0.45-0.52),0.48 (0.45-0.52),"2,556 /  2,727","1,308 /  2,889"
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,42-69,24516,26112,377.19096509240245,402.88569472963724,300,210,0.7820972061929752,0.5187575601070987,0.663290388968734,0.66,(0.55-0.79),0.66 (0.55-0.79),300 /    377,210 /    403
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,All,1257372,1257372,49259.863107460646,49963.73990417522,30888,16704,0.6269810359120206,0.3343224512823975,0.533225778984024,0.53,(0.52-0.54),0.53 (0.52-0.54),"30,888 / 49,260","16,704 / 49,964"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,0-6,1257372,1257372,20708.150581793292,20708.553045859,36,24,0.0015452852669583423,9.657845217727229e-4,0.6249878533260865,0.62,(0.34-1.13),0.62 (0.34-1.13),"36 / 20,708","24 / 20,709"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,7-13,842928,843090,13668.043805612595,13673.571526351814,48,18,0.003219187809592182,0.0010238729488502027,0.3180531890060526,0.32,(0.16-0.59),0.32 (0.16-0.59),"48 / 13,668","18 / 13,674"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,14-27,573150,573624,12594.225872689938,12617.979466119097,66,12,0.005081693837076669,6.340159311148851e-4,0.12476468505226075,0.12,(0.05-0.26),0.12 (0.05-0.26),"66 / 12,594","12 / 12,618"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,28-41,144648,145278,2909.700205338809,2929.223819301848,30,0,0.009966662526534484,0,0,0,(NA-0.13),0.00 (NA-0.13),"30 /  2,910","0 /  2,929"
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,42-69,26208,26538,401.08966461327856,408.78850102669406,12,6,0.022438872885636663,0.0024462527627084588,0.10901852223933799,0.11,(0.00-0.79),0.11 (0.00-0.79),12 /    401,6 /    409
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,All,1257372,1257372,50281.21013004791,50338.11635865845,180,48,0.003540089817640003,8.542234614745123e-4,0.24129994024953283,0.24,(0.17-0.34),0.24 (0.17-0.34),"180 / 50,281","48 / 50,338"
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0-6,1257372,1257372,20708.284736481863,20708.64065708419,18,6,7.243477763068635e-4,2.41445108966607e-4,0.33332760431409253,0.33,(0.09-0.96),0.33 (0.09-0.96),"18 / 20,708","6 / 20,709"
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,7-13,842940,843102,13668.577686516084,13673.856262833675,12,6,8.047655178381427e-4,2.925290366604357e-4,0.3634959875595343,0.36,(0.08-1.23),0.36 (0.08-1.23),"12 / 13,669","6 / 13,674"
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,14-27,573198,573642,12595.964407939768,12618.461327857633,18,0,0.0010320765904836594,0,0,0,(NA-0.33),0.00 (NA-0.33),"18 / 12,596","0 / 12,618"
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,28-41,144690,145290,2911.101984941821,2929.4072553045858,12,0,0.0024045876909186666,0,0,0,(NA-0.69),0.00 (NA-0.69),"12 /  2,911","0 /  2,929"
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,42-69,26226,26538,401.57426420260094,408.79671457905545,6,6,0.0024901994204874723,0.002446203612545458,0.9823324157976867,0.98,(0.01-77.11),0.98 (0.01-77.11),6 /    402,6 /    409
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,All,1257372,1257372,50285.50308008213,50339.16221765914,48,12,9.346630165984457e-4,1.9865249160805397e-4,0.2125391591196338,0.21,(0.10-0.43),0.21 (0.10-0.43),"48 / 50,286","12 / 50,339"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,0-6,1257372,1257372,20707.43600273785,20708.470910335385,126,36,0.006036478875678912,0.0015452613637460372,0.25598720637819583,0.26,(0.17-0.38),0.26 (0.17-0.38),"126 / 20,707","36 / 20,708"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,7-13,842832,843078,13665.678302532511,13673.264887063655,126,30,0.008927474897268075,0.002120927243019847,0.23757302791956086,0.24,(0.15-0.36),0.24 (0.15-0.36),"126 / 13,666","30 / 13,673"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,14-27,572994,573606,12587.709787816564,12617.587953456537,162,18,0.012710810997157032,0.0014265801091617493,0.1122336025199986,0.11,(0.06-0.18),0.11 (0.06-0.18),"162 / 12,588","18 / 12,618"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,28-41,144498,145272,2905.886379192334,2929.007529089665,60,6,0.020303615592980804,0.0017070628703894112,0.0840767922625349,0.08,(0.03-0.21),0.08 (0.03-0.21),"60 /  2,906","6 /  2,929"
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,42-69,26154,26538,400.07118412046543,408.7912388774812,18,6,0.037493327676115136,0.002446236379101339,0.06524457898837549,0.07,(0.00-0.42),0.07 (0.00-0.42),18 /    400,6 /    409
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,All,1257372,1257372,50266.781656399726,50337.122518822725,486,90,0.009568943627381829,0.0016886145998555176,0.1764682357437549,0.18,(0.14-0.22),0.18 (0.14-0.22),"486 / 50,267","90 / 50,337"
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,0-6,1257372,1257372,20690.461327857633,20700.960985626283,2142,1128,0.10347763474550266,0.054296996201309185,0.5247220458299955,0.52,(0.49-0.56),0.52 (0.49-0.56),"2,142 / 20,690","1,128 / 20,701"
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,7-13,840984,842220,13621.774127310062,13653.716632443531,1458,756,0.10703451594288887,0.055149818929942133,0.5152526588653775,0.52,(0.47-0.56),0.52 (0.47-0.56),"1,458 / 13,622","756 / 13,654"
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,14-27,570228,572424,12490.595482546201,12577.399041752224,1512,798,0.1206507729840274,0.06336763247745106,0.525215304553748,0.53,(0.48-0.57),0.53 (0.48-0.57),"1,512 / 12,491","798 / 12,577"
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,28-41,142494,144558,2855.1786447638606,2910.5872689938396,396,222,0.13729438636664384,0.07524254721134202,0.5480380458557661,0.55,(0.46-0.65),0.55 (0.46-0.65),"396 /  2,855","222 /  2,911"
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,42-69,25440,26286,386.14373716632446,403.91238877481175,66,42,0.16833109990853592,0.09407980803774174,0.558897364116677,0.56,(0.36-0.85),0.56 (0.36-0.85),66 /    386,42 /    404
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,All,1257372,1257372,50044.15331964408,50246.57631759069,5568,2934,0.1111618367178235,0.058332332564793955,0.5247514280720863,0.52,(0.50-0.55),0.52 (0.50-0.55),"5,568 / 50,044","2,934 / 50,247"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,0-6,1257372,1257372,20708.41067761807,20708.665297741274,6,6,9.65791161444189e-5,4.828896433557558e-5,0.49999385232897575,0.5,(0.01-9.60),0.50 (0.01-9.60),"6 / 20,708","6 / 20,709"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,7-13,842958,843108,13668.952772073922,13673.952087611226,18,6,0.0011705359047467394,2.1939523999927118e-4,0.18743144837299133,0.19,(0.03-0.65),0.19 (0.03-0.65),"18 / 13,669","6 / 13,674"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,14-27,573222,573648,12596.969199178644,12618.570841889117,18,0,0.0010319942673867643,0,0,0,(NA-0.33),0.00 (NA-0.33),"18 / 12,597","0 / 12,619"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,28-41,144714,145290,2911.6440793976726,2929.429158110883,12,0,0.003777934287310128,0,0,0,(NA-0.40),0.00 (NA-0.40),"12 /  2,912","0 /  2,929"
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,42-69,26232,26538,401.7303216974675,408.81587953456534,6,0,0.0049784641387018505,0,0,0,(NA-5.23),0.00 (NA-5.23),6 /    402,0 /    409
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,All,1257372,1257372,50287.70704996578,50339.43326488706,48,6,8.749653261438561e-4,7.946056879408879e-5,0.09081567739865432,0.09,(0.02-0.25),0.09 (0.02-0.25),"48 / 50,288","6 / 50,339"
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,0-6,1257372,1257372,20708.41067761807,20708.665297741274,174,30,0.008257514430347815,0.0013520910013961162,0.16374067678609733,0.16,(0.11-0.25),0.16 (0.11-0.25),"174 / 20,708","30 / 20,709"
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,7-13,842958,843108,13668.952772073922,13673.952087611226,144,24,0.010388506154627311,0.0014626349333284746,0.14079357624262262,0.14,(0.08-0.23),0.14 (0.08-0.23),"144 / 13,669","24 / 13,674"
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,14-27,573222,573648,12596.969199178644,12618.570841889117,210,36,0.01643252410377386,0.0024566965933329903,0.14950208366155934,0.15,(0.10-0.22),0.15 (0.10-0.22),"210 / 12,597","36 / 12,619"
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,28-41,144714,145290,2911.6440793976726,2929.429158110883,84,18,0.027819334297465487,0.004437724654991617,0.1595194409593015,0.16,(0.08-0.29),0.16 (0.08-0.29),"84 /  2,912","18 /  2,929"
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,42-69,26232,26538,401.7303216974675,408.81587953456534,30,6,0.06720926587247499,0.002446088936512189,0.036395114643172514,0.04,(0.00-0.22),0.04 (0.00-0.22),30 /    402,6 /    409
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,All,1257372,1257372,50287.70704996578,50339.43326488706,630,96,0.012488141473144128,0.0018474582244625644,0.14793700315099262,0.15,(0.12-0.18),0.15 (0.12-0.18),"630 / 50,288","96 / 50,339"
