treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_descr,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.1032177992804324,0.132483998274163,0.13253325858127304,-15.86935854286478,1.0329112770664092e-56,-2.3629782128534615,-1.8434573857074033,NA,Unadjusted,0.12206302133796133,0.09413943800053318,0.1582692811281412,0.8779369786620387,0.8417307188718588,0.9058605619994669
pfizer,coviddeath,none,none,,BNT162b2,COVID-19 death, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.1596669815696528,0.13329747177700824,0.13273153461887044,-16.2709410975394,1.5869977964785847e-59,-2.41981600903537,-1.8995179541039353,NA,Full adjustment,0.11536353282441163,0.08893797973876875,0.14964073554200283,0.8846364671755884,0.8503592644579971,0.9110620202612313
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5758067366858677,0.03165636455644104,0.031663306256540714,-49.76759924937883,0,-1.6378656765801491,-1.5137477967915862,NA,Unadjusted,0.2068406194387921,0.19439450057481492,0.22008360176504932,0.7931593805612079,0.7799163982349506,0.8056054994251851
pfizer,noncoviddeath,none,none,,BNT162b2,Non-COVID-19 death, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.622128130298364,0.03185150791954387,0.032114470902510114,-50.51081598767912,0,-1.6850713366498433,-1.5591849239468845,NA,Full adjustment,0.19747799268388547,0.18543120344330755,0.21030741790110621,0.8025220073161146,0.7896925820988938,0.8145687965566925
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6325050268989135,0.009604751960665807,0.00961588723004416,-65.77708450268595,0,-0.6513518195491987,-0.6136582342486283,NA,Unadjusted,0.5312593138740865,0.5213405418569753,0.5413667956316239,0.46874068612591346,0.45863320436837607,0.4786594581430247
moderna,postest,none,none,,mRNA-1273,Positive SARS-CoV-2 test, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.7478431804819958,0.009829719042828852,0.009880899323385423,-75.6857403366162,0,-0.7672093872906974,-0.7284769736732942,NA,Full adjustment,0.47338646162594006,0.46430696300403196,0.4826435093733057,0.52661353837406,0.5173564906266943,0.535693036995968
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4234240387391173,0.1699233634886623,0.16999262234997245,-8.373445971135393,5.595734628900149e-17,-1.7566034561825818,-1.0902446212956527,NA,Unadjusted,0.24088779405612296,0.1726302152647548,0.3361342580511294,0.7591122059438771,0.6638657419488706,0.8273697847352453
moderna,covidemergency,none,none,,mRNA-1273,COVID-19 A&E attendance, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.4742146720515326,0.172883673471186,0.1767046403382405,-8.342818101605333,7.254070438127978e-17,-1.8205494030155875,-1.1278799410874776,NA,Full adjustment,0.22895846394055192,0.16193675794646117,0.32371883243055005,0.771041536059448,0.67628116756945,0.8380632420535388
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5495638037220958,0.3482483072548176,0.3482801572463569,-4.449187734304391,8.619565004404384e-6,-2.2321803684549018,-0.8669472389892897,NA,Unadjusted,0.21234057579776827,0.10729423394849212,0.4202324623686028,0.7876594242022317,0.5797675376313972,0.8927057660515079
moderna,covidadmittedproxy1,none,none,,mRNA-1273,COVID-19 hospitalisation (A&E proxy), ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.5340069930798885,0.3533382976248403,0.3663969580966069,-4.186735067476792,2.8299582623635122e-5,-2.252131834994269,-0.8158821511655079,NA,Full adjustment,0.2156697464236359,0.1051747701414754,0.4422490247410862,0.7843302535763641,0.5577509752589138,0.8948252298585246
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7358163595644527,0.1176594807751924,0.11767585077503122,-14.750829062480532,3.039082564040099e-49,-1.9664567889336237,-1.5051759301952816,NA,Unadjusted,0.17625625306000675,0.1399518577208125,0.22197823772176495,0.8237437469399933,0.778021762278235,0.8600481422791875
moderna,covidadmitted,none,none,,mRNA-1273,COVID-19 hospitalisation, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.7410131893157241,0.11925444068211465,0.12165209887889053,-14.31141102669319,1.857067689641601e-46,-1.979446921762055,-1.5025794568693933,NA,Full adjustment,0.17534265528244247,0.13814562152265464,0.22255534719539077,0.8246573447175576,0.7774446528046093,0.8618543784773454
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.6456101392695649,0.02282425182094756,0.022800856150485146,-28.315170930799802,2.2481135672760397e-176,-0.6902989961411944,-0.6009212823979354,NA,Unadjusted,0.5243425225245687,0.5014261221747773,0.5483062584274305,0.4756574774754313,0.4516937415725695,0.49857387782522267
moderna,noncovidadmitted,none,none,,mRNA-1273,Non-COVID-19 hospitalisation, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-0.663857158074975,0.023347337021598486,0.02353413666025509,-28.208264771238028,4.630345031547497e-175,-0.7099832183363187,-0.6177310978136313,NA,Full adjustment,0.5148615970261563,0.4916524481377676,0.5391663665997745,0.4851384029738437,0.46083363340022554,0.5083475518622325
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.4007735400308583,0.5222332979994414,0.5223462780179702,-4.596134099280908,4.304017574624707e-6,-3.424553432404626,-1.3769936476570908,NA,Unadjusted,0.09064780645521553,0.03256381968926046,0.2523360248752448,0.9093521935447845,0.7476639751247551,0.9674361803107395
moderna,coviddeath,none,none,,mRNA-1273,COVID-19 death, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-2.448723916161862,0.5274054715631598,0.5379052432629409,-4.552333234953926,5.305421208571193e-6,-3.5029988200524826,-1.3944490122712416,NA,Full adjustment,0.08640377464013767,0.03010696254910533,0.2479696269554614,0.9135962253598623,0.7520303730445386,0.9698930374508947
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,0,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.912175468507461,0.11110835465812179,0.11111441440529747,-17.209067597050634,2.2705815100824675e-66,-2.1299557189051024,-1.6943952181098194,NA,Unadjusted,0.14775859253118964,0.11884255621440681,0.183710300099986,0.8522414074688104,0.816289699900014,0.8811574437855931
moderna,noncoviddeath,none,none,,mRNA-1273,Non-COVID-19 death, ,Main analysis,,3,treated,treated,treated,numeric,continuous,NA,NA,NA,NA,treated,-1.9929883515430094,0.11245889361014626,0.1131754817186371,-17.609718300097285,2.074750039057752e-69,-2.2148082196445094,-1.7711684834415093,NA,Full adjustment,0.1362875412142495,0.109174449755675,0.17013407378552178,0.8637124587857505,0.8298659262144782,0.890825550244325
